Gene_Hugo_Symbol,Entrez_Gene_Id,is_common
USP46,64854,True
AC004381.6,0,True
GPATCH4,54865,True
CUL1,8454,True
NINJ1,4814,True
GJB2,2706,True
CD1B,910,True
CSTF2,1478,True
SDCBP,6386,True
CAPN7,23473,True
PROC,5624,True
SARS,6301,True
MIPOL1,145282,True
LDLRAD4,753,True
SLC16A2,6567,True
NUP214,8021,True
CFP,5199,True
CHID1,66005,True
RHCE,6007,True
PDIA6,10130,True
HIST1H2BD,3017,True
USP54,159195,True
C3orf17,25871,True
CCDC134,79879,True
PREP,5550,True
NXPH1,30010,True
MAGEB6,158809,True
RBP2,5948,True
PLSCR2,57047,True
IVD,3712,True
PPIL4,85313,True
SUMF1,285362,True
INSIG2,51141,True
EVI5L,115704,True
TMEM87A,25963,True
PRCC,5546,True
CSDC2,27254,True
ZNF462,58499,True
GUCD1,83606,True
TAF4,6874,True
FANCA,2175,True
USP33,23032,True
CSNK2B,1460,True
RORB,6096,True
DYSF,8291,True
OR5K2,402135,True
ICAM1,3383,True
KIAA0907,22889,True
ZC2HC1A,51101,True
PCDHGA1,56114,True
GBA2,57704,True
MYL4,4635,True
RABEP1,9135,True
TET3,200424,True
NUP43,348995,True
ZBTB22,9278,True
SLC3A2,6520,True
PGK2,5232,True
HEXDC,284004,True
TMEM189,7335,True
LRRC52,440699,True
C17orf75,64149,True
APEH,327,True
DOK7,285489,True
TRIM37,4591,True
GJB7,375519,True
GOSR1,9527,True
GPRIN2,9721,True
NOA1,84273,True
THOC5,8563,True
NAT1,9,True
CAGE1,285782,True
POU3F1,5453,True
SIKE1,80143,True
TBC1D20,128637,True
PHLDA2,7262,True
C8orf34,116328,True
FBXO5,26271,True
PSAT1,29968,True
EBNA1BP2,10969,True
NIF3L1,60491,True
DEAF1,10522,True
SCNM1,79005,True
GSG2,83903,True
CCDC43,124808,True
EGR2,1959,True
RAD51B,5890,True
MEGF9,1955,True
PMS2,5395,True
LARP1,23367,True
CYTH2,9266,True
ATG13,9776,True
DVL2,1856,True
N6AMT2,221143,True
TTK,7272,True
KBTBD2,25948,True
NEXN,91624,True
ACACB,32,True
COIL,8161,True
TMEM133,83935,True
LRTOMT,220074,True
COL3A1,1281,True
NUMB,8650,True
CRY1,1407,True
APLNR,187,True
ZNF672,79894,True
SPINK5,11005,True
G2E3,55632,True
METTL2B,55798,True
SORD,6652,True
RARRES3,5920,True
STARD3,10948,True
PEX2,5828,True
DIRAS3,9077,True
RPL26L1,51121,True
CCNB2,9133,True
PSMB10,5699,True
RPL35,11224,True
MZT2A,80097,True
CACNG1,786,True
SKIV2L,6499,True
ITGA9,3680,True
KIAA1191,57179,True
SH3PXD2B,285590,True
PRNP,5621,True
GRIK4,2900,True
ARRB1,408,True
COX5B,1329,True
EMB,133418,True
NPM1,4869,True
HSPE1-MOB4,25843,True
FUBP3,8939,True
SMPD4,55627,True
FAM45A,404636,True
FAM83C,128876,True
DUS2,54920,True
STEAP2,261729,True
UTP20,27340,True
SGCB,6443,True
RASSF7,8045,True
CYP27B1,1594,True
UBAP2,55833,True
CTPS2,56474,True
LPO,4025,True
FMNL3,91010,True
ADAM29,11086,True
THBD,7056,True
FAF1,11124,True
CKS1B,1163,True
KPNA5,3841,True
OSGEPL1,64172,True
CXorf21,80231,True
SLITRK6,84189,True
CACFD1,11094,True
ZNF254,9534,True
GPR112,139378,True
NUP205,23165,True
FAM149B1,317662,True
GPR98,84059,True
CCNB1,891,True
P2RX5-TAX1BP3,5026,True
ZNF812,729648,True
C5orf60,285679,True
OR2S2,56656,True
ROPN1L,83853,True
UFD1L,7353,True
NUP133,55746,True
HMG20B,10362,True
DNAJC2,27000,True
COLEC10,10584,True
PSMB9,5698,True
LBH,81606,True
MMP15,4324,True
ASTL,431705,True
E2F8,79733,True
SNX20,124460,True
MFSD4,148808,True
NCAN,1463,True
SMCO1,255798,True
LTBP2,4053,True
ABRA,137735,True
POPDC3,64208,True
TMPRSS6,164656,True
IGFBP4,3487,True
SELO,0,True
TOMM22,56993,True
SERPINH1,871,True
C15orf37,0,True
ITPA,3704,True
SLC41A3,54946,True
DMBX1,127343,True
FMO5,2330,True
SLC5A2,6524,True
GALNT7,51809,True
TMEM110-MUSTN1,375346,True
HDX,139324,True
DHRS1,115817,True
IKBKAP,8518,True
CLEC1A,51267,True
TMEM63B,55362,True
ARRDC4,91947,True
RNASEH2A,10535,True
KANK1,23189,True
ADAP1,11033,True
NARG2,79664,True
DYDC2,84332,True
MMP3,4314,True
APOLD1,81575,True
TRIM7,81786,True
ETFDH,2110,True
PLD1,5337,True
NDUFS8,4728,True
FAM175A,84142,True
ZFYVE16,9765,True
EXPH5,23086,True
SQLE,6713,True
SLC24A5,283652,True
IPPK,64768,True
TARBP1,6894,True
TMBIM4,51643,True
TMEM241,85019,True
HNF1B,6928,True
C1orf21,81563,True
IL12B,3593,True
UNC45A,55898,True
KRT23,25984,True
RGPD8,84220,True
ARL6IP5,10550,True
LDHB,3945,True
MMRN1,22915,True
CACNA1H,8912,True
FBXO25,26260,True
PTGER4,5734,True
SERPING1,710,True
LIPA,3988,True
HUS1,3364,True
PAM16,51025,True
NCF2,4688,True
YPEL5,51646,True
ERCC6L2,375748,True
AK4,205,True
ZNF551,90233,True
RRM1,6240,True
BICD2,23299,True
CCL4,6351,True
PSORS1C2,170680,True
ATP6V1G2-DDX39B,0,True
SLC25A23,79085,True
AXIN2,8313,True
RGS9BP,388531,True
PAPOLA,10914,True
SLC44A4,80736,True
STMN1,3925,True
GAREML,150946,True
C19orf81,342918,True
TLX2,3196,True
RGS9,8787,True
RTKN2,219790,True
KL,9365,True
BMP6,654,True
PIGM,93183,True
NIT2,56954,True
NDC1,55706,True
C1orf186,440712,True
C11orf87,399947,True
ATG7,10533,True
TEAD3,7005,True
CCL2,6347,True
FEZ1,9638,True
NDUFA10,4705,True
TNNI2,7136,True
BBS1,582,True
SCN7A,6332,True
PAGR1,79447,True
C6orf165,154313,True
C1orf35,79169,True
NGFRAP1,27018,True
ALOXE3,59344,True
DHX34,9704,True
RCSD1,92241,True
NPEPPS,9520,True
FAM19A1,407738,True
HOOK1,51361,True
ELTD1,64123,True
SYNDIG1,79953,True
IMPG1,3617,True
PCDHGA12,26025,True
TRIM16L,147166,True
B4GALNT3,283358,True
FAM228B,375190,True
KNTC1,9735,True
USP45,85015,True
ZMIZ1,57178,True
FAM214B,80256,True
CCIN,881,True
SLC7A7,9056,True
HCFC2,29915,True
FAM110D,79927,True
ANKIB1,54467,True
CBX2,84733,True
CHPF2,54480,True
TMEM205,374882,True
CHAF1A,10036,True
GCLM,2730,True
ZDHHC11,79844,True
CALCOCO2,10241,True
FAM129A,116496,True
FTSJ1,24140,True
IGF1R,3480,True
MAP2,4133,True
SNX12,29934,True
MAP7D1,55700,True
KCTD10,83892,True
SLC15A1,6564,True
ORMDL3,94103,True
BCL2L10,10017,True
ATP1B2,482,True
FKSG62,0,True
CA2,760,True
CALD1,800,True
CASP7,840,True
BDNF,627,True
MAST1,22983,True
AQP2,359,True
LL22NC03-63E9.3,0,True
FLYWCH1,84256,True
SLMAP,7871,True
ATP1A2,477,True
SLAMF1,6504,True
ATPAF1,64756,True
VAMP2,6844,True
CLLU1OS,574016,True
WDR3,10885,True
TMEM47,83604,True
KCNIP1,30820,True
STK4,6789,True
FAM167B,84734,True
CD53,963,True
ASPA,443,True
SPRED2,200734,True
ABCC5,10057,True
NOP56,10528,True
ARHGEF39,84904,True
PSMC5,5705,True
NCAPG,64151,True
WIPF1,7456,True
CATSPER1,117144,True
HDGF,3068,True
SLC25A13,10165,True
LANCL2,55915,True
SDPR,8436,True
FRMD8,83786,True
NBEAL2,23218,True
RAD18,56852,True
ELMO1,9844,True
TRABD,80305,True
SNX19,399979,True
CACHD1,57685,True
ZFP92,139735,True
ZNF300,91975,True
SAMD14,201191,True
GART,2618,True
MAGEA11,4110,True
ABCC8,6833,True
PPARG,5468,True
ISY1-RAB43,100534599,True
AC006116.20,0,True
MFSD2A,84879,True
EPHB1,2047,True
CYP4A22,1579,True
CPT1B,1375,True
CTSO,1519,True
TCTA,6988,True
URI1,8725,True
OLAH,55301,True
LRFN5,145581,True
FAM90A26,0,True
C7orf57,136288,True
TMEM139,135932,True
CFD,1675,True
EXOSC3,51010,True
CBR1,873,True
ECM1,1893,True
TM4SF19,116211,True
C16orf70,80262,True
BLVRA,644,True
BMP2K,55589,True
PGK1,5230,True
HNRNPUL1,11100,True
GCFC2,6936,True
WWTR1,25937,True
CAMK1,8536,True
PWWP2A,114825,True
CD151,977,True
PMPCA,23203,True
TCFL5,10732,True
EFS,10278,True
MAB21L2,10586,True
DHX8,1659,True
DMXL2,23312,True
MGME1,92667,True
MRC2,9902,True
ZYG11B,79699,True
SORCS2,57537,True
PBOV1,59351,True
ARID3C,138715,True
SIRPB1,10326,True
ZMYND11,10771,True
KDELC2,143888,True
MSGN1,343930,True
FBXO4,26272,True
EAPP,55837,True
CABLES1,91768,True
RP11-724O16.1,0,True
MAPK12,6300,True
PLEKHG4B,153478,True
AL049840.1,0,True
MASP2,10747,True
RAB24,53917,True
MAGIX,79917,True
PRSS22,64063,True
IL23A,51561,True
TBCE,6905,True
ITPKA,3706,True
PTPN22,26191,True
NUDT12,83594,True
C12orf52,0,True
VWA9,81556,True
TMEM147,10430,True
FAN1,22909,True
RRM2B,50484,True
HR,55806,True
HLA-DQA2,3118,True
PRKCE,5581,True
BAIAP2L1,55971,True
C8orf46,254778,True
MRPL24,79590,True
CKAP4,10970,True
ERI3,79033,True
FAM180B,399888,True
POLDIP2,26073,True
RARRES2,5919,True
WNT7A,7476,True
BBS2,583,True
PRRG1,5638,True
HOXA2,3199,True
PDCD10,11235,True
TFR2,7036,True
MAN2B2,23324,True
EIF4H,7458,True
MRPS11,64963,True
GATA6,2627,True
AARSD1,80755,True
CALML4,91860,True
LAMP3,27074,True
CCDC85C,317762,True
ZBTB21,49854,True
PPP1R36,145376,True
STARD5,80765,True
GPR85,54329,True
ARGLU1,55082,True
FLT3LG,2323,True
VSIG10,54621,True
SLC35A1,10559,True
BCS1L,617,True
RALGPS2,55103,True
PIGC,5279,True
MTHFD1L,25902,True
DSEL,92126,True
GOLGA8N,643699,True
CFI,3426,True
ANKRD62,342850,True
AC007405.2,0,True
CEP112,201134,True
COPZ2,51226,True
ZNF25,219749,True
RNF19A,25897,True
ZNF737,100129842,True
GRINA,2907,True
GPCPD1,56261,True
TNFAIP8L3,388121,True
FGF22,27006,True
RACGAP1,29127,True
GPAM,57678,True
PAXIP1,22976,True
PPA1,5464,True
ZNF714,148206,True
URB1,9875,True
POU2F1,5451,True
CCND3,896,True
SHROOM2,357,True
KIAA0101,9768,True
SRRD,402055,True
SOCS7,30837,True
RPUSD2,27079,True
DOK2,9046,True
DCAF17,80067,True
SSH1,54434,True
TCEAL3,85012,True
ENTHD1,150350,True
DMTN,2039,True
MYO15B,80022,True
PPP1R37,284352,True
SIPA1L3,23094,True
MT-ATP6,4508,True
C2orf62,375307,True
HTR1B,3351,True
SOSTDC1,25928,True
CTNNA1,1495,True
HAPLN3,145864,True
TBC1D9,23158,True
EVI2B,2124,True
C9orf142,286257,True
NFAM1,150372,True
NRN1L,123904,True
NLRP2,55655,True
CLIC4,25932,True
STOML3,161003,True
CLDN5,7122,True
TRIM55,84675,True
PHYHD1,254295,True
SLC44A2,57153,True
NAA20,51126,True
LRGUK,136332,True
TMBIM6,7009,True
KREMEN2,79412,True
KHDRBS2,202559,True
ATMIN,23300,True
NCBP2,22916,True
NOC4L,79050,True
DPP6,1804,True
CASP2,835,True
TBL3,10607,True
SASS6,163786,True
KIAA1324L,222223,True
ANK2,287,True
TSNAX-DISC1,0,True
YME1L1,10730,True
FUCA1,2517,True
SYNGR1,9145,True
POLR2G,5436,True
DCN,1634,True
CMC2,56942,True
CNTN4,152330,True
MRPS14,63931,True
PLEKHG6,55200,True
COA1,55744,True
ATP2C1,27032,True
A4GNT,51146,True
XAF1,54739,True
TMEM144,55314,True
RP5-1052I5.2,0,True
TMEM150A,129303,True
ACVR1,90,True
SV2A,9900,True
PLN,5350,True
CHRNA7,1139,True
AGAP2,116986,True
CDH1,999,True
IL1RL1,9173,True
FHOD3,80206,True
UGT1A5,54579,True
SMIM1,388588,True
CDK5RAP1,51654,True
EHMT2,10919,True
C4orf51,646603,True
JKAMP,51528,True
POLR3D,661,True
AC005003.1,0,True
UACA,55075,True
ACSL1,2180,True
SPARCL1,8404,True
TGOLN2,10618,True
HMGB1,3146,True
GLYCTK,132158,True
POMK,84197,True
ZNF3,7551,True
YWHAQ,10971,True
TTC7A,57217,True
GAST,2520,True
SCARA5,286133,True
ZSCAN21,7589,True
ALDH6A1,4329,True
PSMB1,5689,True
ACOT11,26027,True
TRAF3IP2,10758,True
PXN,5829,True
DSCR3,10311,True
PGAP2,27315,True
SCYL2,55681,True
AQP7,364,True
DPF2,5977,True
ZNF682,91120,True
FAM58A,92002,True
CTD-2600O9.1,0,True
FN3K,64122,True
ZC3H12B,340554,True
GAPVD1,26130,True
HELB,92797,True
PCSK6,5046,True
ATP11B,23200,True
DHX30,22907,True
HSPBP1,23640,True
ENPEP,2028,True
FAM162B,221303,True
EIF4EBP1,1978,True
ZNF398,57541,True
CORO1A,11151,True
TPRG1L,127262,True
CEND1,51286,True
ANKRD55,79722,True
ITGAV,3685,True
PLD4,122618,True
ZNF880,400713,True
RCBTB1,55213,True
ANXA3,306,True
FECH,2235,True
SH2D4A,63898,True
ACTL6A,86,True
SYNJ2,8871,True
FAM221B,392307,True
ENOPH1,58478,True
LAIR1,3903,True
RPL7L1,285855,True
BPIFB1,92747,True
UFSP1,402682,True
LETMD1,25875,True
P4HB,5034,True
NINJ2,4815,True
SMCO4,56935,True
PF4,5196,True
ZC3H8,84524,True
LIX1L,128077,True
CHD6,84181,True
TRAPPC10,7109,True
ZNF786,136051,True
ZMYND10,51364,True
LRCH4,4034,True
FAM90A1,55138,True
COL1A1,1277,True
LMCD1,29995,True
RPL36AL,6166,True
HRSP12,10247,True
ANKRD39,51239,True
DNAJB6,10049,True
TMC1,117531,True
GADD45GIP1,90480,True
TCEA3,6920,True
FAM69A,388650,True
TLR8,51311,True
ADCY4,196883,True
HPS4,89781,True
GALNT16,57452,True
AARS,16,True
CALML5,51806,True
CLEC4M,10332,True
CNBP,7555,True
PXK,54899,True
KDM1B,221656,True
HECTD4,283450,True
SF3B3,23450,True
EML6,400954,True
KLF10,7071,True
MRPL27,51264,True
DALRD3,55152,True
FMOD,2331,True
SLC1A5,6510,True
RTN3,10313,True
PGAM1,5223,True
SNX14,57231,True
VAMP5,10791,True
METTL2A,339175,True
HSPB2,0,True
EVA1A,84141,True
TRAF3IP1,26146,True
KCNK10,54207,True
AC011897.1,0,True
EEF1G,1937,True
MADD,8567,True
DAP3,7818,True
NUP62,23636,True
THY1,7070,True
AC007040.11,0,True
ZBTB16,7704,True
CCBL1,883,True
CBWD2,55871,True
CUL7,9820,True
TRIB3,57761,True
ACP5,54,True
RPS6KA4,8986,True
CYC1,1537,True
DNM1,1759,True
AP3B2,8120,True
CFTR,1080,True
PPM1F,9647,True
AKNAD1,254268,True
KIAA0408,9729,True
RP11-438J1.1,0,True
TUBD1,51174,True
RNF125,54941,True
ZNF800,168850,True
TMEM132C,92293,True
C5,727,True
PSMD12,5718,True
TMEM134,80194,True
KIAA0947,23379,True
MED8,112950,True
MKRN3,7681,True
SMIM10,644538,True
SCUBE3,222663,True
ATG2B,55102,True
KRCC1,51315,True
ARHGAP15,55843,True
TAOK3,51347,True
CEP95,90799,True
SFN,2810,True
PLEKHH1,57475,True
GOLGA4,2803,True
LDHA,3939,True
INSC,387755,True
KLHDC7B,113730,True
KRT5,3852,True
PER3,8863,True
NOC3L,64318,True
TTC1,7265,True
ADORA1,134,True
SYNDIG1L,646658,True
RASSF6,166824,True
TTLL10,254173,True
CYR61,3491,True
LMO4,8543,True
CFHR3,10878,True
HIST1H2AE,3012,True
IL1RL2,8808,True
PCDHA13,56136,True
HERC1,8925,True
NARS,4677,True
PLEKHO2,80301,True
MUC1,4582,True
COL5A1,1289,True
MMP23B,8510,True
CARD9,64170,True
GTF3C4,9329,True
CBFA2T3,863,True
GORASP1,64689,True
NOL6,65083,True
SNRPA,6626,True
KIAA0430,9665,True
MAGED1,9500,True
TMEM40,55287,True
KBTBD8,84541,True
SAT1,6303,True
TP73,7161,True
GPC1,2817,True
PPP1R12A,4659,True
HIPK1,204851,True
NFKB1,4790,True
MASTL,84930,True
MTMR1,8776,True
ST8SIA2,8128,True
CCDC103,388389,True
CXorf23,256643,True
MYO7B,4648,True
SUN2,25777,True
RAPGEF5,9771,True
ZNF749,388567,True
ICK,22858,True
SLPI,6590,True
STXBP2,6813,True
AKR1E2,83592,True
COMMD9,29099,True
C1orf87,127795,True
APH1A,51107,True
STX11,8676,True
SHE,126669,True
CDH23,64072,True
RGS17,26575,True
MAML3,55534,True
EPHA4,2043,True
TMF1,7110,True
ARSB,411,True
U2AF2,11338,True
SLC25A33,84275,True
PARP8,79668,True
C1orf145,0,True
PCGF5,84333,True
AHSP,51327,True
GSC,145258,True
DCAF7,10238,True
SPTSSB,165679,True
HPGDS,27306,True
ST3GAL1,6482,True
CDHR3,222256,True
IARS2,55699,True
GPR182,11318,True
FLJ30594,0,True
TMEM44,93109,True
GLI2,2736,True
MUL1,79594,True
ATRN,8455,True
ECHDC2,55268,True
DOCK9,23348,True
TTC28,23331,True
SEMA6B,10501,True
NMRAL1,57407,True
CYP27A1,1593,True
C1QL3,389941,True
C1QC,714,True
PARP2,10038,True
FSTL3,10272,True
PIR,8544,True
GSTO2,119391,True
POLR2M,81488,True
CLDN23,137075,True
UGT1A4,54657,True
SEC31B,25956,True
EN1,2019,True
CCDC64,92558,True
PSMB3,5691,True
ZNF14,7561,True
GANAB,23193,True
DMRT3,58524,True
E2F4,1874,True
FES,2242,True
ERGIC3,51614,True
DZIP3,9666,True
DSTYK,25778,True
LYL1,4066,True
TPD52L1,7164,True
RP11-201K10.3,0,True
HIPK3,10114,True
PARPBP,55010,True
KIAA0020,9933,True
SPAST,6683,True
TNFAIP3,7128,True
MUC22,100507679,True
SQRDL,58472,True
BANF1,8815,True
ANO10,55129,True
SLC35A5,55032,True
SMC6,79677,True
EMR1,2015,True
LILRB5,10990,True
BAAT,570,True
ACHE,43,True
ANGPT1,284,True
KIAA1199,57214,True
SOX15,6665,True
ST6GALNAC2,10610,True
RAD51,5888,True
PNMA3,29944,True
MYCT1,80177,True
CCDC71,64925,True
TNPO2,30000,True
SHC2,25759,True
TTI1,9675,True
MLLT11,10962,True
NPFF,8620,True
PGAP1,80055,True
SFXN4,119559,True
RSPH10B,222967,True
AL645728.1,0,True
TOMM34,10953,True
GSTA3,2940,True
BCORL1,63035,True
CTD-2207O23.3,0,True
LEMD2,221496,True
DEFA1,1667,True
CHTOP,26097,True
ZNF572,137209,True
SRD5A3,79644,True
F13A1,2162,True
TUBB,203068,True
PRKAB2,5565,True
SEH1L,81929,True
RPS6KB1,6198,True
DOK3,79930,True
THOC6,79228,True
PGPEP1,54858,True
THOC3,84321,True
OAZ1,4946,True
PPP1R27,116729,True
YIPF6,286451,True
SETD8,387893,True
ADAMTS14,140766,True
SNPH,9751,True
MSS51,118490,True
KIR2DL3,3804,True
ADAMTS9,56999,True
AC010642.1,0,True
TRAK2,66008,True
MED16,10025,True
C12orf75,387882,True
CCDC152,100129792,True
ASB9,140462,True
DNAJC1,64215,True
MDK,4192,True
PFKFB4,5210,True
XXbac-BPG181M17.5,0,True
LINGO3,645191,True
PAIP1,10605,True
MOB3A,126308,True
TUBA1A,7846,True
STAC,6769,True
SPATA13,221178,True
GDAP2,54834,True
C1orf168,199920,True
AL591479.1,0,True
KLHL5,51088,True
DUSP27,92235,True
SFXN5,94097,True
NDUFAF1,51103,True
URB2,9816,True
WDFY2,115825,True
RCOR2,283248,True
CYFIP2,26999,True
CCR6,1235,True
NKX2-1,7080,True
SLC25A20,788,True
ZNF680,340252,True
SMC3,9126,True
RP11-321F6.1,0,True
CACNG6,59285,True
SEPT9,10801,True
FOXF2,2295,True
FBXO28,23219,True
TULP3,7289,True
ANKEF1,63926,True
FAM160A2,84067,True
BACE1,23621,True
KIF26B,55083,True
PDLIM4,8572,True
CHMP3,51652,True
CCDC117,150275,True
PCDHA11,56138,True
NHLRC1,378884,True
C1orf159,54991,True
PPP3CC,5533,True
KIF15,56992,True
FAM103A1,83640,True
MFI2,4241,True
SH3BGR,6450,True
CD274,29126,True
ITGAM,3684,True
GNA15,2769,True
MSH2,4436,True
ARF4,378,True
TCEAL2,140597,True
SELK,0,True
THRB,7068,True
C15orf38,348110,True
GRASP,160622,True
RP1-139D8.6,0,True
LDLR,3949,True
POLR2J2,246721,True
SNRPB,6628,True
RGS14,10636,True
ACTR10,55860,True
SPTBN1,6711,True
TPI1,7167,True
VWA5A,4013,True
RAB44,401258,True
TRIM58,25893,True
INPP5A,3632,True
ESCO1,114799,True
RELA,5970,True
TIMM10,26519,True
BMP3,651,True
WNK1,65125,True
TBC1D7,51256,True
TMEM217,221468,True
SCGB2B2,284402,True
DNAJC17,55192,True
SEPT10,151011,True
CACNB2,783,True
CHN1,1123,True
ARID4A,5926,True
SDR16C5,195814,True
B3GNT8,374907,True
MAPK13,5603,True
CLC,1178,True
SYS1-DBNDD2,90196,True
KIF20A,10112,True
CAMSAP1,157922,True
CPNE1,8904,True
KCNK1,3775,True
TREM2,54209,True
CTGF,1490,True
PITPNA,5306,True
IL6,3569,True
KCNE1,3753,True
CLK4,57396,True
FAM83A,84985,True
PDPK1,5170,True
ECHDC1,55862,True
SLC24A4,123041,True
ZBED4,9889,True
MICA,100507436,True
RASGRP3,25780,True
SLC25A35,399512,True
SPRR2F,6705,True
PEPD,5184,True
LALBA,3906,True
RASGRF1,5923,True
MAPK8IP2,23542,True
SCN4B,6330,True
KNOP1,400506,True
ITIH6,347365,True
PGLYRP4,57115,True
LMO1,4004,True
PAK7,57144,True
PTPN23,25930,True
NTAN1,123803,True
HSH2D,84941,True
MTMR14,64419,True
PJA2,9867,True
SHMT2,6472,True
STARD3NL,83930,True
ANAPC7,51434,True
HOXB1,3211,True
CATSPERG,57828,True
ADCY3,109,True
CCL15,6359,True
TRPV2,51393,True
CCNK,8812,True
EFHB,151651,True
TRIM11,81559,True
COLEC12,81035,True
SLC48A1,55652,True
CLCA2,9635,True
GNLY,10578,True
SLU7,10569,True
CDK16,5127,True
RFWD3,55159,True
SETX,23064,True
RP11-133K1.2,0,True
MRPL2,51069,True
PALM,5064,True
UBALD1,124402,True
TP53TG3C,24150,True
SLC22A8,9376,True
C14orf159,80017,True
UBE2G1,7326,True
LYZ,4069,True
SLC7A1,6541,True
MITF,4286,True
BAHD1,22893,True
NNT,23530,True
SPRR2B,6701,True
TMPRSS4,56649,True
LARP6,55323,True
C1orf51,148523,True
TUSC3,7991,True
ITGA7,3679,True
FAM98B,283742,True
DDT,1652,True
AC011755.1,0,True
HTR1F,3355,True
TMIGD2,126259,True
MCM4,4173,True
ZNF280A,129025,True
SPECC1L,23384,True
NPTXR,23467,True
GFM1,85476,True
RAG1,5896,True
ALDH2,217,True
FAM91A1,157769,True
SECISBP2,79048,True
CCDC51,79714,True
OR6K3,391114,True
C2orf15,51263,True
HPS3,84343,True
CCL4L1,9560,True
LNX1,84708,True
DDOST,1650,True
LILRA6,0,True
PTPRN,5798,True
SLMO1,10650,True
MBD2,8932,True
PPP2R2C,5522,True
SDR9C7,121214,True
SF3A2,8175,True
ARNTL2,56938,True
CREM,1390,True
ATAD3B,83858,True
SIRPA,140885,True
STXBP3,6814,True
SPNS2,124976,True
DUXA,503835,True
MECOM,2122,True
ERICH2,285141,True
WLS,79971,True
MFSD7,84179,True
SLAIN1,122060,True
FKSG52,0,True
SF3B4,10262,True
PYGM,5837,True
MMP21,118856,True
ZNF486,90649,True
RP11-196G11.1,0,True
ABHD17A,81926,True
TSPAN3,10099,True
PABPN1L,390748,True
CAMTA2,23125,True
GRHL3,57822,True
DSPP,1834,True
RNF126,55658,True
PHLDB1,23187,True
GPR4,2828,True
R3HDM4,91300,True
LSS,4047,True
SGTA,6449,True
AL590822.1,0,True
C16orf95,100506581,True
AFG3L2,10939,True
KCNN4,3783,True
NFIL3,4783,True
GFRA2,2675,True
C12orf10,60314,True
ZNF197,10168,True
TREX2,11219,True
RNGTT,8732,True
FBXO32,114907,True
BID,637,True
PAM,5066,True
HTATIP2,10553,True
HARBI1,283254,True
AGR3,155465,True
SVEP1,79987,True
ZNF69,7620,True
AK7,122481,True
IL15RA,3601,True
NAT8L,339983,True
ZDHHC11B,653082,True
PPT2,9374,True
CDADC1,81602,True
RP11-315D16.2,0,True
MCOLN2,255231,True
RASL10B,91608,True
CSF2RB,1439,True
SLC35E4,339665,True
TRIOBP,11078,True
FZD6,8323,True
HOXA13,3209,True
KIAA1407,57577,True
POMC,5443,True
STARD13,90627,True
AGK,55750,True
DPYD,1806,True
COBL,23242,True
TARS,6897,True
TMEM41A,90407,True
MED6,10001,True
DAGLB,221955,True
SETD1A,9739,True
PRDX6,9588,True
LBR,3930,True
MIEF1,54471,True
CHRNA5,1138,True
DIAPH3,81624,True
ATF6,22926,True
ZNF711,7552,True
ZNF260,339324,True
PPP1R14D,54866,True
LIMA1,51474,True
TLE3,7090,True
TMEM204,79652,True
CDCA8,55143,True
PARD6B,84612,True
NBPF12,0,True
TIMM23,653252,True
EPB41L2,2037,True
DLX4,1748,True
TMEM106C,79022,True
AHR,196,True
ATP5H,10476,True
RPL8,6132,True
ZNF154,7710,True
RBM22,55696,True
LZIC,84328,True
MLK4,0,True
COL8A1,1295,True
DEPDC7,91614,True
CISD1,55847,True
RRAS,6237,True
DHX58,79132,True
CACYBP,27101,True
MAOB,4129,True
PUS7L,83448,True
LHX2,9355,True
HAAO,23498,True
MTBP,27085,True
MFAP2,4237,True
NPY5R,4889,True
C13orf45,729420,True
DGKZ,8525,True
LCN10,414332,True
CYP2D6,1565,True
PKP4,8502,True
HIST2H2AA4,8337,True
CCDC17,149483,True
CHP1,11261,True
DARC,2532,True
CCDC37,348807,True
ST13,6767,True
PARS2,25973,True
ILK,3611,True
PAWR,5074,True
TRIM65,201292,True
PORCN,64840,True
RNH1,6050,True
PDE5A,8654,True
UBXN7,26043,True
APEX1,328,True
ENOX2,10495,True
FBRSL1,57666,True
SPTAN1,6709,True
MIF,4282,True
CLK1,1195,True
MAP1B,4131,True
PTK6,5753,True
ENKUR,219670,True
CDKN3,1033,True
SDCBP2,27111,True
RP11-422N16.3,0,True
JMJD8,339123,True
EPHB3,2049,True
KAT2A,2648,True
MAGI2,9863,True
SRRM3,222183,True
PTPRE,5791,True
RNF166,115992,True
WWC1,23286,True
ACSM5,54988,True
PADI3,51702,True
TMEM50B,757,True
CDCP1,64866,True
POP1,10940,True
RP11-368I7.4,0,True
HNRNPC,3183,True
ACSBG2,81616,True
HLA-DPB1,3115,True
VAT1,10493,True
MDS2,0,True
GABPB2,126626,True
HIST1H2BF,8339,True
GTF3C2,2976,True
CD164,8763,True
MICU1,10367,True
MAP2K2,5605,True
ZSWIM3,140831,True
KDELR1,10945,True
EIF4E3,317649,True
BAI2,576,True
SMARCA5,8467,True
TMEM243,79161,True
ECHDC3,79746,True
UBR4,23352,True
GALK2,2585,True
KLHL11,55175,True
XRCC3,7517,True
MARCH2,51257,True
SLC46A1,113235,True
LTA4H,4048,True
CD99L2,83692,True
ANP32A,8125,True
USP7,7874,True
RAMP2,10266,True
ABHD2,11057,True
TNNI3,7137,True
SMYD5,10322,True
HSF2,3298,True
YBX2,51087,True
CYP2C8,1558,True
LAT2,7462,True
NONO,4841,True
ABHD10,55347,True
