Gene_Hugo_Symbol,Entrez_Gene_Id,is_common
L2HGDH,79944,True
CD2,914,True
PKMYT1,9088,True
IL7R,3575,True
SEMA3G,56920,True
TENM4,26011,True
KRAS,3845,True
ZNF891,101060200,True
TADA2A,6871,True
NHSL1,57224,True
ATF7,11016,True
KCNRG,283518,True
ZNF256,10172,True
DOCK10,55619,True
CYP3A7,1551,True
CNDP2,55748,True
HPSE2,60495,True
STAMBP,10617,True
ZNF358,140467,True
COL1A2,1278,True
ANAPC1,64682,True
ARL8A,127829,True
SH3BP4,23677,True
ANK3,288,True
MAEA,10296,True
BEST1,7439,True
LMNB2,84823,True
DNAJC9,23234,True
SEPT12,124404,True
TRIM38,10475,True
AATF,26574,True
C17orf97,400566,True
TSPAN32,10077,True
KCNMB3,27094,True
SLC2A6,11182,True
CLEC12A,160364,True
MYO1G,64005,True
BSDC1,55108,True
TMEM185A,84548,True
SLC19A2,10560,True
C22orf15,150248,True
TNR,7143,True
TMEM38B,55151,True
GPNMB,10457,True
TRIM2,23321,True
SPIRE1,56907,True
KCTD14,65987,True
AL590708.2,0,True
PRELID2,153768,True
MINA,84864,True
KLF6,1316,True
ANKLE1,126549,True
GK5,256356,True
FIG4,9896,True
ZFPL1,7542,True
CSGALNACT2,55454,True
GBP7,388646,True
ZNHIT3,9326,True
ETV4,2118,True
PKD2,5311,True
ZNF175,7728,True
FAIM,55179,True
TUFT1,7286,True
FAM46A,55603,True
ACKR3,57007,True
PCDH1,5097,True
MICAL2,9645,True
DNAH14,127602,True
TMX3,54495,True
DNAJB14,79982,True
DTHD1,401124,True
ENO1,2023,True
AP000322.53,0,True
RAD9A,5883,True
ZBTB40,9923,True
CYS1,192668,True
RIMS2,9699,True
GABRA3,2556,True
ERVMER34-1,100288413,True
SRF,6722,True
AVPR2,554,True
FKBPL,63943,True
RPGRIP1L,23322,True
GUCY2D,3000,True
ARL6,84100,True
EME1,146956,True
RTN4,57142,True
ARPC1A,10552,True
SYNC,81493,True
PEX11G,92960,True
TYRO3,7301,True
BLOC1S3,388552,True
TTLL3,26140,True
HIST1H2AM,8329,True
ZNF654,55279,True
GMCL1,64395,True
TXN,7295,True
SEMA3E,9723,True
XKR3,150165,True
CHRNB4,1143,True
BNC1,646,True
BTBD10,84280,True
FPR1,2357,True
DPH3,285381,True
AGPAT5,55326,True
PCDH19,57526,True
CYB561D1,284613,True
CD93,22918,True
CASD1,64921,True
CLEC4F,165530,True
MYD88,4615,True
DHX37,57647,True
FAM213A,84293,True
ACBD3,64746,True
GP1BB,2812,True
LRRC3DN,0,True
RHOBTB1,9886,True
RIOK3,8780,True
MEF2C,4208,True
RUFY1,80230,True
IL11RA,3590,True
TNFSF15,9966,True
REP15,387849,True
CENPE,1062,True
SEMA4F,10505,True
AMER1,139285,True
CDK5R1,8851,True
DNAJA1,3301,True
ATG9B,285973,True
PARP15,165631,True
LRRC16B,90668,True
C6orf25,80739,True
COL5A2,1290,True
GSTCD,79807,True
H1F0,3005,True
RPGR,6103,True
PRR3,80742,True
MCCC2,64087,True
H2BFWT,158983,True
TMEM222,84065,True
CYTL1,54360,True
PARVA,55742,True
ZNF385A,25946,True
ANKDD1B,728780,True
AAK1,22848,True
DBNDD1,79007,True
RPL34,6164,True
PHF14,9678,True
ZNF408,79797,True
ZNF106,64397,True
RANGAP1,5905,True
PLXDC2,84898,True
NF2,4771,True
HDLBP,3069,True
MRC1L1,0,True
ZNF146,7705,True
IGSF6,10261,True
SLC19A3,80704,True
EHD2,30846,True
WRAP73,49856,True
SP140,11262,True
C1QBP,708,True
GLB1,2720,True
PAX9,5083,True
RPUSD1,113000,True
NRM,11270,True
ATG4A,115201,True
CFHR4,10877,True
FAM78A,286336,True
C10orf95,79946,True
PPP6R1,22870,True
RDH10,157506,True
FHOD1,29109,True
BTN2A1,11120,True
CYP17A1,1586,True
EXO1,9156,True
VASN,114990,True
PHACTR3,116154,True
MFAP3,4238,True
SIGLEC11,114132,True
CDNF,441549,True
RNASE4,6038,True
MRRF,92399,True
ATP6V0D1,9114,True
FAM46C,54855,True
IQCD,115811,True
PITPNM2,57605,True
CCDC61,729440,True
MYL9,10398,True
COL9A3,1299,True
SPATS2,65244,True
LACTB,114294,True
CAPN1,823,True
ZNF100,163227,True
S100A2,6273,True
GATA4,2626,True
VPS11,55823,True
PRKAB1,5564,True
UBXN10,127733,True
AC010336.1,0,True
RGSL1,353299,True
GAL,51083,True
FBXO15,201456,True
KLF13,51621,True
MESDC1,59274,True
NFAT5,10725,True
TMED7-TICAM2,353376,True
ASIC1,41,True
TPD52,7163,True
AR,367,True
RP11-212D19.4,0,True
PARP3,10039,True
AHSA1,10598,True
C21orf33,8209,True
S100A7A,338324,True
MMP1,4312,True
FGFR4,2264,True
AC016722.2,0,True
TMEM128,85013,True
PPP1R3G,648791,True
SLC2A5,6518,True
LRRC16A,55604,True
CCDC15,80071,True
PLXNA1,5361,True
CA4,762,True
FAM188B,84182,True
ABTB1,80325,True
SLC24A1,9187,True
GEMIN7,79760,True
KIAA0040,9674,True
TP53INP1,94241,True
PNKP,11284,True
IDUA,3425,True
KIAA1731,85459,True
RNF224,643596,True
FAM172A,83989,True
ALX1,8092,True
CYP1A2,1544,True
IL27,246778,True
BAIAP2L2,80115,True
PGD,5226,True
CD300LB,124599,True
EP400NL,347918,True
ETAA1,54465,True
GPR20,2843,True
CCDC114,93233,True
H1FNT,341567,True
ZNF24,7572,True
TRAF7,84231,True
CITED1,4435,True
HINT3,135114,True
SCAMP2,10066,True
ACTA2,59,True
POTEF,728378,True
NUDT6,11162,True
NCK2,8440,True
LRRC63,220416,True
BTBD9,114781,True
C16orf86,388284,True
GPA33,10223,True
PYROXD2,84795,True
SPDYE3,441272,True
PCDHB11,56125,True
GP5,2814,True
GSK3B,2932,True
ASIC5,51802,True
RAD23A,5886,True
TUBB6,84617,True
SPC25,57405,True
CBX3,11335,True
KCTD1,284252,True
C10orf91,170393,True
PDX1,3651,True
LRRC27,80313,True
DUSP16,80824,True
C3AR1,719,True
HNRNPM,4670,True
GP1BA,2811,True
CSE1L,1434,True
RAD54B,25788,True
ULK2,9706,True
LST3,0,True
RAB19,401409,True
KLRC4,8302,True
EDN1,1906,True
ZNF582,147948,True
TSPAN14,81619,True
TEX12,56158,True
ARRB2,409,True
FLJ00388,0,True
FZD4,8322,True
MIEF2,125170,True
KRT15,3866,True
TMEM249,340393,True
DCAF16,54876,True
ZNF660,285349,True
RAB3GAP2,6791,True
C19orf57,79173,True
ZNF292,23036,True
RBM12B,389677,True
HLA-A,3105,True
OR11H6,122748,True
NUPR1,26471,True
RHOD,29984,True
DPY19L3,147991,True
SGPP1,81537,True
CHAF1B,8208,True
P2RY14,9934,True
VPS25,84313,True
ECT2,1894,True
CCDC28A,25901,True
KCTD12,115207,True
BRAT1,221927,True
HRG,3273,True
UBAP1L,390595,True
IGSF9,57549,True
SLC35B4,84912,True
JUND,3727,True
MAP7D2,256714,True
FBXL20,84961,True
PPP2R5D,5528,True
SPRR1B,6699,True
IFNL3,282617,True
DMRTA2,63950,True
FNBP1,23048,True
PFKL,5211,True
CDK2AP1,8099,True
C11orf70,85016,True
FAM110B,90362,True
LCMT1,51451,True
LRRC42,115353,True
MCM7,4176,True
AL118506.1,0,True
P2RY1,5028,True
KIF9,64147,True
SIPA1,6494,True
HPCAL4,51440,True
GADD45B,4616,True
FAM21A,55747,True
FOLR3,2352,True
ANKRD37,353322,True
LHFPL1,340596,True
HN1L,90861,True
MARS2,92935,True
AL121963.1,0,True
KIAA1549L,25758,True
MTERF,7978,True
MTCP1,4515,True
ALPK1,80216,True
MPZL1,9019,True
MOCS3,27304,True
PATE2,399967,True
ZFYVE1,53349,True
BMP1,649,True
TESC,54997,True
EXOG,9941,True
ENO2,2026,True
BCAS4,55653,True
HIST1H2BK,85236,True
SRPK2,6733,True
LRRC8B,23507,True
UBB,7314,True
MAGEA6,4105,True
HSP90AA1,3320,True
ZNF350,59348,True
EIF1B,10289,True
C1orf177,163747,True
MYL12A,10627,True
GTSF1,121355,True
CMKLR1,1240,True
RTN2,6253,True
XYLT2,64132,True
ESRP1,54845,True
IRX4,50805,True
CCDC85A,114800,True
ABLIM3,22885,True
CXorf65,158830,True
TMEM81,388730,True
TRIM9,114088,True
PSMD14,10213,True
FADD,8772,True
RP11-1084J3.4,0,True
PHKB,5257,True
IL2RG,3561,True
ZNF138,7697,True
N4BP2L1,90634,True
COX20,116228,True
NUDT9,53343,True
ERBB2IP,55914,True
LRP4,4038,True
RPL14,9045,True
SCNN1B,6338,True
TAF4B,6875,True
POU1F1,5449,True
CEACAM6,4680,True
SYBU,55638,True
EFCAB1,79645,True
NAE1,8883,True
GPR89B,51463,True
POLR2C,5432,True
CAB39,51719,True
PLXND1,23129,True
MKNK1,8569,True
DPM1,8813,True
LYRM9,201229,True
KIF27,55582,True
CSMD2,114784,True
ANGPT4,51378,True
BRD9,65980,True
SAR1A,56681,True
MOGAT1,116255,True
GDNF,2668,True
PROKR1,10887,True
KCNG3,170850,True
CGB2,114335,True
MTMR10,54893,True
MYH11,4629,True
CORO7-PAM16,100529144,True
DUS3L,56931,True
DNAH9,1770,True
FAM102A,399665,True
HOOK2,29911,True
PGM2,55276,True
NAPRT1,93100,True
CCNDBP1,23582,True
ABHD3,171586,True
ENTHD2,146705,True
ADSL,158,True
MCHR1,2847,True
GSTP1,2950,True
MFSD3,113655,True
BTK,695,True
MRPL40,64976,True
LRP12,29967,True
FAM104A,84923,True
HAT1,8520,True
LIG3,3980,True
TMEM184A,202915,True
MTX2,10651,True
ERCC6L,54821,True
CLK2,1196,True
GUCY1A2,2977,True
YEATS2,55689,True
ARRDC3,57561,True
TMEM37,140738,True
LPPR3,0,True
HIST1H4I,8294,True
SURF2,6835,True
TGS1,96764,True
GLTP,51228,True
ESYT3,83850,True
NTM,50863,True
NUDT15,55270,True
HIST1H2BE,8339,True
DCLRE1A,9937,True
ARFGAP1,55738,True
FBXO36,130888,True
UBA5,79876,True
IL10,3586,True
TSPAN15,23555,True
SBNO1,55206,True
DRP2,1821,True
RNF128,79589,True
PNPO,55163,True
RBBP7,5931,True
TOMM40,10452,True
GLRX5,51218,True
EBAG9,9166,True
CCDC149,91050,True
RP11-1212A22.4,0,True
VGLL4,9686,True
FOXO6,100132074,True
JAM3,83700,True
GTF2E1,2960,True
YIPF2,78992,True
C17orf70,80233,True
TERT,7015,True
IL5RA,3568,True
LILRA4,23547,True
ALKBH2,121642,True
AUP1,550,True
IHH,3549,True
ARFGEF1,10565,True
STARD9,57519,True
HSF2BP,11077,True
NTNG2,84628,True
FAM171A2,284069,True
SLC16A8,23539,True
C7orf41,0,True
TRDMT1,1787,True
N4BP3,23138,True
CAP2,10486,True
RPP40,10799,True
PPIA,5478,True
ADAMTSL4,54507,True
KLRB1,3820,True
EXO5,64789,True
ZBTB44,29068,True
PKD1,5310,True
DSCC1,79075,True
TBC1D26,353149,True
MRPS15,64960,True
SECISBP2L,9728,True
ABHD11,83451,True
GGCT,79017,True
FCGR3A,2214,True
FAM47E,100129583,True
GALNT10,55568,True
ALDH4A1,8659,True
HRC,3270,True
RAB4A,5867,True
PDF,64146,True
SMC4,10051,True
C1orf116,79098,True
IL1F10,84639,True
SOWAHC,65124,True
RP11-817J15.3,0,True
FAR2,55711,True
ABCA9,10350,True
TCEAL8,90843,True
PLSCR4,57088,True
LIPC,3990,True
RP11-20I23.1,0,True
DNAH10,196385,True
ALG6,29929,True
NECAB2,54550,True
APOBR,55911,True
CEP85L,387119,True
HOXD13,3239,True
CCDC163P,0,True
S100A10,6281,True
PSMA1,5682,True
CISH,1154,True
ANGPTL1,9068,True
TXNL4B,54957,True
PRSS8,5652,True
SLC10A5,347051,True
TICRR,90381,True
STRIP2,57464,True
VEGFB,7423,True
ENTPD3,956,True
BTBD19,149478,True
NCAPG2,54892,True
MEGF10,84466,True
SLC29A4,222962,True
ERCC3,2071,True
EXOSC5,56915,True
SCG5,6447,True
PA2G4,5036,True
TRMT61B,55006,True
MAN1A1,4121,True
HOXC4,3221,True
DMPK,1760,True
NDUFV3,4731,True
NBL1,4681,True
ZNF808,388558,True
CASS4,57091,True
ORC1,4998,True
RP11-12J10.3,0,True
CALR,811,True
PLA2R1,22925,True
NAA40,79829,True
PPP1R42,286187,True
COX8A,1351,True
ADAM21,8747,True
EHBP1,23301,True
C14orf132,56967,True
CLEC16A,23274,True
TDRD3,81550,True
HSD11B1,3290,True
TMEM106A,113277,True
RGS2,5997,True
SYPL1,6856,True
SYNJ1,8867,True
DES,1674,True
DBF4B,80174,True
FTL,2512,True
HIST1H1B,3009,True
PPAT,5471,True
TIMM21,29090,True
ZNF385B,151126,True
FOXK1,221937,True
SPERT,220082,True
COA6,388753,True
KLF16,83855,True
TJP3,27134,True
FAM20A,54757,True
GAD1,2571,True
SBSN,374897,True
ATAD2B,54454,True
NEK6,10783,True
CCDC53,51019,True
C1QTNF7,114905,True
BNIP3,664,True
NSFL1C,55968,True
COL5A3,50509,True
GPX8,493869,True
CKAP2,26586,True
AL358813.2,0,True
C5orf28,64417,True
NRCAM,4897,True
RAPGEF4,11069,True
GALNT15,117248,True
B3GALT2,8707,True
KIAA1586,57691,True
ABAT,18,True
CDSN,1041,True
NEK8,284086,True
EPB41L4A,64097,True
MED19,219541,True
DDR2,4921,True
ARMCX4,100131755,True
AP001055.1,0,True
GCLC,2729,True
CCNE1,898,True
APBB1,322,True
ROCK1,6093,True
TIMM44,10469,True
FANCG,2189,True
MOGS,7841,True
ATP6AP1L,92270,True
XRCC6,2547,True
HMGN1,3150,True
CCR2,729230,True
PODXL,5420,True
PPID,5481,True
PM20D1,148811,True
SERBP1,26135,True
CDK1,983,True
KRT17,3872,True
PGM3,5238,True
ALG3,10195,True
NR5A2,2494,True
SDHC,6391,True
CCNT1,904,True
CCL16,6360,True
CCDC59,29080,True
DHX33,56919,True
RAB20,55647,True
NOS3,4846,True
WFDC5,149708,True
PGC,5225,True
GALNT6,11226,True
MAG,4099,True
CSNK1E,1454,True
DNAJB13,374407,True
SYNCRIP,10492,True
MIXL1,83881,True
ACAP2,23527,True
KIAA0825,285600,True
TMEM39B,55116,True
MED17,9440,True
GRN,2896,True
MTF2,22823,True
YPEL3,83719,True
P2RY6,5031,True
C16orf59,80178,True
BRI3,25798,True
LPHN2,23266,True
AGRN,375790,True
AMY1A,276,True
TMTC4,84899,True
PEX10,5192,True
STAT5B,6777,True
RFXANK,8625,True
C15orf41,84529,True
YKT6,10652,True
RP11-597K23.2,0,True
PABPC1L,80336,True
MPPED2,744,True
GUCA2A,2980,True
EPN3,55040,True
ZER1,10444,True
FAT1,2195,True
GEMIN6,79833,True
RTTN,25914,True
SEC61A2,55176,True
PDHX,8050,True
FAM127B,26071,True
CPM,1368,True
KIAA1045,23349,True
TMEM237,65062,True
MERTK,10461,True
RASSF2,9770,True
SLC14A2,8170,True
PHF8,23133,True
SLC25A26,115286,True
TMPRSS11E,28983,True
ERBB3,2065,True
ELF5,2001,True
S100A16,140576,True
PLA2G15,23659,True
RBM7,10179,True
C9orf156,51531,True
CLDN1,9076,True
FASTK,10922,True
C17orf72,92340,True
COL11A1,1301,True
C12orf73,728568,True
PRKCI,5584,True
P2RY8,286530,True
RGL1,23179,True
LINC00935,0,True
CCR9,10803,True
ADCYAP1R1,117,True
MRPS28,28957,True
PTS,5805,True
FAM181A,90050,True
LAPTM5,7805,True
SDC1,6382,True
MT2A,4502,True
MACROD2,140733,True
UHMK1,127933,True
STAC3,246329,True
ARHGAP18,93663,True
PCDHA2,56146,True
RP11-1035H13.3,0,True
FAM183B,0,True
TMEM27,57393,True
SELRC1,0,True
ARAP3,64411,True
SLC7A5,8140,True
C9orf40,55071,True
AP000322.54,0,True
GCN1L1,10985,True
CEBPD,1052,True
ORAI1,84876,True
ZNF525,0,True
ANGPTL5,253935,True
NUDT1,4521,True
MLX,6945,True
ACTG1,60,True
ASF1B,55723,True
ARC,23237,True
S100A4,6275,True
CORO2A,7464,True
HOXC12,3228,True
KEAP1,9817,True
MICAL1,64780,True
POC1A,25886,True
XPNPEP2,7512,True
LAMB2,3913,True
XRCC2,7516,True
PTCHD4,442213,True
SPRR3,6707,True
MTHFS,10588,True
C11orf82,220042,True
MSX2,4488,True
TOB2,10766,True
NOVA2,4858,True
DNAJC27,51277,True
RGS19,10287,True
GALNT14,79623,True
SCN2A,6326,True
HSPD1,3329,True
PRKACB,5567,True
TMEM189-UBE2V1,7335,True
SLCO1C1,53919,True
RNF148,378925,True
RPRD1B,58490,True
G6PD,2539,True
TRA2B,6434,True
MIER1,57708,True
PDZD2,23037,True
CYP2C19,1557,True
FLVCR2,55640,True
CALM1,801,True
CDK15,65061,True
CIB4,130106,True
RHCG,51458,True
HIC1,3090,True
TCEAL7,56849,True
AL163636.6,0,True
LSM12,124801,True
PCDHGC3,5098,True
C16orf62,57020,True
PRPF31,26121,True
LY6D,8581,True
SNRPF,6636,True
SNUPN,10073,True
DHX40,79665,True
SYS1,90196,True
GPR87,53836,True
CNN1,1264,True
S100A13,6284,True
HMCN2,256158,True
ACBD6,84320,True
RPS27L,51065,True
CAT,847,True
ACTR6,64431,True
ETV1,2115,True
MRAP,56246,True
CHRM1,1128,True
KIAA0556,23247,True
SLC4A4,8671,True
UBXN2A,165324,True
PAICS,10606,True
PTK2B,2185,True
ACTG2,72,True
C15orf52,388115,True
JMJD4,65094,True
MOB1B,92597,True
COQ3,51805,True
NUTM2D,0,True
WDR44,54521,True
AP3D1,8943,True
PLEKHG1,57480,True
C15orf27,123591,True
NUDT21,11051,True
KDELC1,79070,True
SFTPB,6439,True
RAB5A,5868,True
DNAJC5B,85479,True
SORBS3,10174,True
ZFP36,7538,True
ZNF606,80095,True
LAP3,51056,True
KRI1,65095,True
CYP4B1,1580,True
XCL2,6846,True
RNF217,154214,True
SIRPB2,284759,True
MSR1,4481,True
ABHD14A,25864,True
ZNF526,116115,True
HEATR6,63897,True
NCL,4691,True
NTRK3,4916,True
SIGLEC7,27036,True
ITGA8,8516,True
SARS2,54938,True
TSPAN31,6302,True
SCCPDH,51097,True
CACNA1B,774,True
FOXQ1,94234,True
SIGLEC8,27181,True
PABPC1,26986,True
MAPKBP1,23005,True
RUFY3,22902,True
PSRC1,84722,True
CIITA,4261,True
CD86,942,True
EPHA6,285220,True
VSNL1,7447,True
SH3KBP1,30011,True
PBK,55872,True
SH3RF1,57630,True
CEP19,84984,True
CD63,967,True
SNTB1,6641,True
LSM14A,26065,True
HAUS6,54801,True
CHD1L,9557,True
CCT5,22948,True
SRPX2,27286,True
FCRL6,343413,True
APPL1,26060,True
CXorf40B,541578,True
GMIP,51291,True
MAP3K12,7786,True
ARMC5,79798,True
PARD6G,84552,True
ELP2,55250,True
B9D2,80776,True
ERN1,2081,True
HIST1H4D,8294,True
TMEM5,10329,True
CEP97,79598,True
GNB1L,54584,True
TAS2R38,5726,True
GNAI3,2773,True
C16orf98,0,True
NLRP10,338322,True
CST3,1471,True
FCGR2B,2213,True
CDT1,81620,True
QSER1,79832,True
ENO4,387712,True
ZNF671,79891,True
ISYNA1,51477,True
TMEM110,375346,True
PRRX2,51450,True
SETD3,84193,True
CLSPN,63967,True
FAM26E,254228,True
MTIF2,4528,True
C10orf54,64115,True
LTBP1,4052,True
ZNF131,7690,True
C18orf25,147339,True
C1orf194,127003,True
GREB1,9687,True
MARCH8,220972,True
COPS2,9318,True
MTA2,9219,True
HEXA,3073,True
PCSK7,9159,True
ZNF770,54989,True
LRRC58,116064,True
HGF,3082,True
ANPEP,290,True
KCNT2,343450,True
C9orf3,84909,True
RAB11FIP2,22841,True
B3GALT4,8705,True
IL1R1,3554,True
ARHGEF9,23229,True
ATP8A1,10396,True
WRB,7485,True
FAM101A,144347,True
ARHGEF2,9181,True
RABEPK,10244,True
GATM,2628,True
CRTAP,10491,True
ZNHIT6,54680,True
SPINT1,6692,True
KLK1,3816,True
DHRS12,79758,True
ZNF543,125919,True
ZSWIM8,23053,True
PTCD1,26024,True
BIN1,274,True
FCGRT,2217,True
ATG4B,23192,True
NCAPH,23397,True
RBP3,5949,True
CTSS,1520,True
PSMF1,9491,True
MMRN2,79812,True
CARD6,84674,True
ARHGAP30,257106,True
CAPS2,84698,True
RDH13,112724,True
COG2,22796,True
GRIP1,23426,True
FGF7,2252,True
CD3E,916,True
ACSF2,80221,True
GLIS3,169792,True
STRA13,201254,True
PACRG,135138,True
LRRC71,149499,True
NXT1,29107,True
RP11-1055B8.7,0,True
DARS2,55157,True
JAG1,182,True
MICALL1,85377,True
TTN,7273,True
SP110,3431,True
PCGF1,84759,True
NFS1,9054,True
FOXN3,1112,True
ST6GALNAC3,256435,True
USP30,84749,True
DTWD2,285605,True
MYOC,4653,True
CMAS,55907,True
SLC25A25,114789,True
KIF24,347240,True
C1orf198,84886,True
FOLH1,2346,True
ZPLD1,131368,True
ZSWIM5,57643,True
WDR12,55759,True
COLCA2,120376,True
CEP76,79959,True
DEPDC1B,55789,True
ZNF792,126375,True
XPOT,11260,True
IQUB,154865,True
ZNF20,7568,True
FAM83E,54854,True
SLC7A8,23428,True
RNF138,51444,True
ARPC1B,10095,True
TSSK6,83983,True
IFNA21,3452,True
WDR88,126248,True
P4HTM,54681,True
MDFI,4188,True
CHIC1,53344,True
SIX4,51804,True
SEPW1,6415,True
C21orf49,0,True
ADAMTS12,81792,True
QSOX1,5768,True
NDUFB4,4710,True
VAV1,7409,True
PTPRZ1,5803,True
LRCH1,23143,True
GDF2,2658,True
KRT82,3888,True
PIGZ,80235,True
COCH,1690,True
UNC45B,146862,True
ARL9,132946,True
RIC3,79608,True
APCDD1L,164284,True
PARVG,64098,True
NUP188,23511,True
TPR,7175,True
PCDH7,5099,True
MTG1,92170,True
SYCP3,50511,True
TMEM88,92162,True
KIAA2013,90231,True
TRUB1,142940,True
SYTL4,94121,True
TRNT1,51095,True
IL15,3600,True
MRPL12,6182,True
JAG2,3714,True
CEP72,55722,True
KLHL7,55975,True
SLC46A3,283537,True
FAM198B,51313,True
ETFA,2108,True
SAMD3,154075,True
TPRXL,0,True
C9orf131,138724,True
SLC16A5,9121,True
PLXNA3,55558,True
ANGPTL6,83854,True
INTS4,92105,True
APOA1,335,True
IFITM2,10581,True
DCAF13,25879,True
RP4-576H24.4,0,True
SH3BGRL2,83699,True
MYLK,4638,True
FGL2,10875,True
PTMA,5757,True
TRPT1,83707,True
ADCK2,90956,True
TRMT112,51504,True
C5orf42,65250,True
ADPRM,56985,True
WDR81,124997,True
SPOCK2,9806,True
UBA6,55236,True
KLHL3,26249,True
CCDC160,347475,True
IPO4,79711,True
ARIH2OS,646450,True
SRSF9,8683,True
SECTM1,6398,True
NIPA1,123606,True
CAMKV,79012,True
AAGAB,79719,True
PSAP,5660,True
DDX23,9416,True
HRH4,59340,True
MED20,9477,True
PALB2,79728,True
ZNF493,284443,True
HES4,57801,True
SLC22A15,55356,True
GLIPR1,11010,True
RNF149,284996,True
SH3RF3,344558,True
SOHLH1,402381,True
NETO2,81831,True
MLPH,79083,True
YARS2,51067,True
TIA1,7072,True
SLC31A1,1317,True
ZMYM6NB,100506144,True
MPP1,4354,True
RHOA,387,True
CD5,921,True
ZNF512B,57473,True
GPN1,11321,True
DCAKD,79877,True
NPHP1,4867,True
CSNK1G1,53944,True
SVIP,258010,True
CHODL,140578,True
HTR3C,170572,True
FAM72D,728833,True
FAM114A2,10827,True
IL22RA2,116379,True
TWIST1,7291,True
IDH2,3418,True
GAPT,202309,True
PLA1A,51365,True
METTL14,57721,True
PEBP1,5037,True
CPEB2,132864,True
RPH3AL,9501,True
OTUB1,55611,True
GLYATL2,219970,True
MT-ND6,4541,True
STK24,8428,True
MLLT1,4298,True
NUDT22,84304,True
AC005609.1,0,True
EIF3D,8664,True
C5orf15,56951,True
FAM132A,388581,True
PTGES2,80142,True
CENPH,64946,True
PGLYRP3,114771,True
DSG4,147409,True
PIK3IP1,113791,True
CCDC124,115098,True
LARS,51520,True
LAMC2,3918,True
SCRG1,11341,True
ITGB8,3696,True
RFT1,91869,True
TWF1,5756,True
GREM2,64388,True
CBLN4,140689,True
HIST1H3J,8350,True
OR13A1,79290,True
SATB2,23314,True
ZNF384,171017,True
VARS2,57176,True
TXLNB,167838,True
DNAAF3,352909,True
KIR3DX1,0,True
HOXA5,3202,True
DDO,8528,True
DIO2,1734,True
TBPL1,9519,True
BTN3A3,10384,True
FCHSD2,9873,True
FAM122B,159090,True
PHYH,5264,True
RASL11A,387496,True
SDCCAG3,10807,True
TMC2,117532,True
UBALD2,283991,True
PRDM16,63976,True
PLEKHO1,51177,True
TECPR2,9895,True
CCDC120,90060,True
SERPINE3,647174,True
PRR7,80758,True
PADI1,29943,True
TWIST2,117581,True
HIST1H2AI,8329,True
EIF2AK2,5610,True
TEX13B,56156,True
PEAK1,79834,True
CSTB,1476,True
RNF10,9921,True
NEIL3,55247,True
C9orf135,138255,True
HECTD2,143279,True
CYP2A7,1548,True
WFDC10A,140832,True
AK9,221264,True
CNGA1,1259,True
CSGALNACT1,55790,True
UBR1,197131,True
ATP5G1,516,True
SFRP5,6425,True
TESPA1,9840,True
DGKG,1608,True
AC074212.3,0,True
LYPD6,130574,True
H2AFZ,3015,True
SERPINI1,5274,True
AP000769.1,0,True
FAM8A1,51439,True
ATP5D,513,True
OSTM1,28962,True
WDR18,57418,True
ARHGEF15,22899,True
BCO2,83875,True
PIDD,55367,True
HDAC1,3065,True
TPCN1,53373,True
TUBA4A,7277,True
CD163,9332,True
TDRD5,163589,True
DSP,1832,True
TRIM32,22954,True
METTL1,4234,True
WDR4,10785,True
NHLRC3,387921,True
SNRNP48,154007,True
TBX21,30009,True
EFEMP2,30008,True
ACTR3,10096,True
TCEANC,170082,True
KCTD2,23510,True
MAB21L3,126868,True
B4GALT6,9331,True
GLYATL1,92292,True
GPR37,2861,True
TMEM87B,84910,True
PES1,23481,True
B4GALT7,11285,True
MZT1,440145,True
RPAP1,26015,True
FUNDC2,65991,True
BHLHE41,79365,True
NPM3,10360,True
KLHL17,339451,True
TMEM100,55273,True
FASLG,356,True
SLX4IP,128710,True
TEK,7010,True
SPG11,80208,True
FGD5,152273,True
C6orf136,221545,True
HLA-DOA,3111,True
PLEKHG3,26030,True
DAZAP1,26528,True
ARID5A,10865,True
AP003068.23,0,True
SLC35F3,148641,True
KLHL2,11275,True
CNR1,1268,True
ING3,54556,True
SOX21,11166,True
THOC1,9984,True
PCDH12,51294,True
SRGAP2,23380,True
ASAH1,427,True
ADAMTS18,170692,True
NCAPD2,9918,True
GLS,2744,True
SPRY2,10253,True
MEX3C,51320,True
TMEM232,642987,True
HAS3,3038,True
PIPOX,51268,True
CLEC4A,50856,True
SSX1,6756,True
AQP3,360,True
FAM161B,145483,True
ICAM5,7087,True
MAP3K13,9175,True
GRB2,2885,True
CDC20,991,True
MIEN1,84299,True
SLC23A3,151295,True
FXN,2395,True
ARL1,400,True
COPS6,10980,True
TIGD5,84948,True
TIMM17A,10440,True
GOLGA8S,653061,True
NRTN,4902,True
FADS3,3995,True
IL1RAP,3556,True
DOCK8,81704,True
GLTPD2,388323,True
BTF3L4,91408,True
AGER,177,True
NGEF,25791,True
PAFAH1B1,5048,True
KIF1C,10749,True
CCDC69,26112,True
GJB4,127534,True
CNTNAP2,26047,True
TMCO1,54499,True
ANXA5,308,True
MAPRE1,22919,True
ZNF189,7743,True
KCNJ8,3764,True
STMN3,50861,True
EDNRB,1910,True
AC114546.1,0,True
MYOZ1,58529,True
ZNF524,147807,True
FXYD1,5348,True
ZC3H11A,9877,True
ZNF835,90485,True
ADIRF,10974,True
FPR2,2358,True
PCDHB14,56122,True
SLFN5,162394,True
CHERP,10523,True
CPN1,1369,True
