Gene_Hugo_Symbol,Entrez_Gene_Id,r_value_pearson
PIF1,80119,0.14998545194635385
ZNF728,388523,0.2975503649022824
HAPLN1,1404,-0.09238882370665291
LHX3,8022,-0.032110540828735
SLBP,7884,0.21896913198001464
OMP,4975,-0.09751307384828051
POR,5447,-0.07786962582457926
FCRL2,79368,-0.03190646894990013
EFCAB11,90141,-0.03842709758314548
ITPRIPL1,150771,0.0011535352733554535
C11orf53,341032,0.11126792392619396
NACC2,138151,-0.10767061563764244
TUBE1,51175,-0.04531836860275042
GATAD1,57798,0.07178402795665963
ITGAD,3681,-0.05470147428867211
USF2,7392,0.24731567930814508
C1orf167,0,0.06582929950514052
TLR7,51284,-0.02823772943713494
ORAI2,80228,0.14239609084086075
RP11-295P9.3,0,0.25874668185522176
TRIM51,84767,-0.039061190369286174
C1QTNF9B,387911,0.2255345061824263
FAM184A,79632,0.137754267289657
PPP1CA,5499,0.10117671091371915
CLCN2,1181,0.010834057899126323
ADAD1,132612,-0.049298096629589505
TRAPPC8,22878,-0.01892018840941831
DLGAP2,9228,0.013747362584098307
COL27A1,85301,0.306657211121708
CXXC1,30827,0.2992687554305506
FAM184B,27146,-0.0923884371178604
TRABD2A,129293,-0.20704455188199697
C15orf60,283677,0.23513017253391977
ESCO2,157570,0.06787005644914713
PROK1,84432,0.15486574436916578
TMEM206,55248,0.0457632772104896
C15orf53,400359,0.21759435772158725
PINLYP,390940,-0.030721777806328263
MSN,4478,0.09556458310916904
AC078925.1,0,-0.05954948482673339
PHC3,80012,0.04114081957439014
ELAVL3,1995,0.45336392498605965
ADAMTS2,9509,0.39582809800821966
NCS1,23413,0.19247320154460962
RBM17,84991,-0.20539655850706792
TRIM24,8805,-0.09544589900539618
OST4,100128731,-0.32554196358874476
PRIM1,5557,0.13669441819916497
UGCG,7357,0.145380222556363
NAPSA,9476,0.20364044373438026
FAM150B,285016,0.030508331891904286
FCGR1B,2209,0.09717900738142266
ZNF724P,0,0.0630416354030194
PCDH11X,27328,0.06918487164369151
POLRMT,5442,0.04834846890005527
FLJ14816,0,-0.05113030942483246
ZIC3,7547,-0.08883871644265173
PRG4,10216,0.02560229554049038
C1orf106,55765,-0.14689771259845413
CBL,867,-0.072984193322679
EIF2A,83939,0.03827155614614247
AMBRA1,55626,0.14194923201674017
SLC40A1,30061,0.11486046086813656
HIVEP1,3096,0.28144928040066663
AIM1L,55057,-0.08296855867206927
SLC25A46,91137,0.07562251341279408
GNE,10020,0.05806006628116264
RAB31,11031,-0.00786742784576313
ADM,133,0.24022243839713647
VPS8,23355,-0.052186699060322764
EML4,27436,0.005461272940103873
SLC51A,200931,0.06286496444481189
DEPDC1,55635,-0.1286816845677928
SMKR1,100287482,0.24551146930077214
ZSCAN31,64288,0.12223587396354753
ALG1L,200810,0.1577894168767335
ASPDH,554235,0.46938224184266425
ASS1,445,0.08388497969712468
MGLL,11343,-0.1869706536218761
RICTOR,253260,0.2180482688715787
C4orf19,55286,0.007758564099054245
LRRD1,401387,-0.10813706940788453
ZNF174,7727,0.20242757219236723
FAM205A,259308,0.011528898906846871
UCK2,7371,-0.13491366395984306
FAM83D,81610,0.2507762046079107
ZNF341,84905,-0.03998486373193711
NCLN,56926,0.16819030090518455
FDX1,2230,0.15795826521287512
C10orf68,0,0.289460988759057
LRRC14,9684,0.1799333845026175
MBD3,53615,0.26276121173326106
ZNF433,163059,0.11368544926914176
RP11-944L7.5,0,-0.05098670806900976
HIATL1,84641,-0.010540814876564678
TTYH2,94015,0.07350156799641851
PIWIL4,143689,0.10365201239472098
ARHGAP1,392,0.030853008184120928
MS4A8,83661,0.19198701223165018
CD68,968,0.03324114934144698
NPIPB7,100507607,-0.0668348024720341
OR2D3,120775,-0.045220034686171695
MYO3B,140469,-0.13076201466021178
ATP5I,521,0.07792731097126583
ADAMTS16,170690,-0.01916339185334799
TMEM245,23731,-0.05010867714575534
LHX5,64211,0.5095357344463589
COL4A5,1287,0.033787892778874964
IGF2BP3,10643,0.18962613055012095
STX5,6811,-0.01361989044936291
BZW2,28969,0.11281723728936591
TNRC6C,57690,-0.049910228403189025
SLC2A10,81031,-0.08493133008399445
LYPD5,284348,-0.045846754334333155
POLD1,5424,0.2447922617120802
C7orf26,79034,0.2839924289023261
COL6A3,1293,0.2333556567355096
MXRA7,439921,0.09349429284742045
EPS15,2060,-0.1433077483976056
ASCL3,56676,-0.08246325231552279
SMAD6,4091,0.22843774247116472
CFL2,1073,0.0841133063225481
ZNF287,57336,-0.3264871027552868
KIAA1161,57462,-0.22250546275069782
KRT33B,3884,-0.13913214429866574
SRSF11,9295,0.1938210239468781
KCNAB1,7881,-0.06337672867876508
GGTLC2,91227,0.07665330823258693
MYLK3,91807,0.08060969082635817
KCNJ12,3768,0.1201981782074132
ZNF704,619279,0.04590956935617131
GPSM1,26086,0.5511171969449903
AC132186.1,0,-0.019675505229864138
SPATA31A6,389730,0.07603419469919884
CPLX1,10815,0.09620887232590862
GALNS,2588,0.2508094194547949
DSCAML1,57453,0.19303436998875195
ZCWPW1,55063,0.2656151800557545
SWAP70,23075,-0.0035130600110947624
TMPPE,643853,-0.004090143900700276
NOX1,27035,0.03553083019925918
SPATA8,145946,0.08834659641870257
CHMP5,51510,0.2451386282674305
STAMBPL1,57559,0.12733665038989778
FBXO30,84085,0.04620269949990136
MAGT1,84061,-0.1916285239135037
UBE4B,10277,-0.16633007756597246
DHDH,27294,-0.05495644656556323
B4GALT5,9334,-0.027153344819365856
C20orf27,54976,0.17663946911645673
GTF2A2,2958,0.03407101259360898
RASSF3,283349,-0.13502362300533283
CRIM1,51232,-0.23649079703885997
C11orf96,387763,0.34275128477654804
ZC3H12D,340152,-0.04910098547050773
TRIM71,131405,-0.13470838571004312
ICAM4,3386,-0.13860789928680078
GABARAPL1,23710,0.20650395355631196
SULT1A2,6799,0.19374482107375235
IRX6,79190,-0.24605742284185333
SSBP3,23648,-0.11615794161952796
MROH1,377711,-0.125526265108844
ADAMTS7,11173,-0.0076701129438089405
ZNF622,90441,0.01871217787416709
ADCK3,56997,0.3249516927102102
PDZRN3,23024,0.06752123099932356
GTF2F2,2963,0.1556538539752334
PRSS16,10279,0.3088957274023048
EEF1B2,1933,-0.046637227692745885
ZNF259,8882,0.04445057716177051
ACSS1,84532,0.1937978229783628
PSMD9,5715,-0.06442225362348217
P2RY4,5030,0.133838456178424
ABHD5,51099,-0.15438740227030168
TRMT5,57570,-0.05156421264835058
GLCE,26035,0.12824492235836965
ZNF619,285267,0.1789318601074049
ACO1,48,-0.09347760392009775
NUP88,4927,0.015269390091925204
VIM,7431,0.060894655982351026
IRAK3,11213,0.18409492604211283
CRIPAK,285464,0.17447306720932376
ZNF43,7594,-0.12166155804525364
ZIC5,85416,-0.0609716982739748
C7orf55-LUC7L2,51631,0.12011611810314803
LRP5,4041,-0.1737189309594664
PPFIA1,8500,-0.07811245697850135
PRRT1,80863,0.2036774814022152
SPAG1,6674,0.23658266486292104
HMHA1,23526,0.18995809450113454
LYG1,129530,-0.007210055858573809
RASGRP2,10235,0.23811428407391927
SLC6A5,9152,-0.06469752402734867
SLC12A4,6560,0.18259132237084882
TAC1,6863,0.04818044769140111
VMO1,284013,0.29724109287328593
TYK2,7297,0.2234240038477284
NOL8,55035,0.03899507169991167
SLC35A4,113829,-0.1338781461098867
RP11-480I12.4,0,0.07881211817178535
EIF2S1,1965,-0.1156407050147386
ZMYND12,84217,0.13454394188719487
MCM3,4172,0.0344894446138206
DLL4,54567,0.08143367309831201
ALG11,440138,0.02357998515844774
AC027763.2,0,-0.054194145392475926
AGAP7,653268,0.27027025586445513
GPR45,11250,-0.0043743127752447625
BARD1,580,-0.19670497809855972
PPCS,79717,0.28872189980536533
TBX3,6926,-0.0942617523014265
TNK2,10188,0.2689581929432173
DUSP10,11221,0.016729571335884937
BCL2L11,10018,0.42809328394415114
EXTL1,2134,0.16975380737766238
SMARCE1,6605,-0.1585686070224999
ZNF793,390927,0.11742455890060952
SLC24A2,25769,0.24056231008520756
CCR7,1236,-0.06665579337506536
SYT10,341359,-0.1051565302659258
CTTN,2017,-0.05957744815815444
LIPT1,51601,0.2755270393571704
OR6M1,390261,-0.020408163265306114
PAX5,5079,-0.023464469857877247
ZNF92,168374,0.12906042534676362
CENPK,64105,0.11681263573383387
SLC6A12,6539,0.10898405317827736
HEXIM1,10614,0.021911334594973964
SUPT20H,55578,0.12664439514139764
PLXNA4,91584,-0.005794614302198381
SLC25A44,9673,0.09485588442192025
CHN2,1124,-0.1352645069892996
P2RY13,53829,0.1849903758543612
FXR1,8087,0.2518081005305019
SLC18A1,6570,0.0917969610155312
GYG2,8908,0.16135927447444232
JAKMIP2,9832,0.24680825011031313
CCDC77,84318,0.08061881964291186
GDF11,10220,0.14256135612353096
RP11-345J4.5,0,0.12541134238787738
AC004466.1,0,-0.11369033558772637
LEMD1,93273,-0.059988907933689405
MAN2B1,4125,0.09807573303647596
C20orf197,284756,-0.023897960101241997
TCF23,150921,0.0677499334351825
KIAA1522,57648,-0.17951608273252323
MBD1,4152,0.23509140451558783
DXO,1797,0.22905240683100375
TMED9,54732,0.05404475269131558
GATA2,2624,0.030999796839765087
CDC42EP4,23580,0.027118303678219408
ZNF365,22891,0.03448847878668781
TOX,9760,0.14454277258894233
SIX2,10736,0.026004015405133585
DNAJC8,22826,0.22594918567243832
APOH,350,0.04145350021501744
AL035252.1,0,0.16793730128954243
JMJD6,23210,0.1370510545176803
FFAR4,338557,0.24906142709507267
RNF181,51255,-0.14884368863452593
THEMIS2,9473,0.2445205309514793
CACNG7,59284,-0.08626892713062234
MED7,9443,0.15355297553414451
FBXO7,25793,0.2202817079758728
COX16,51241,0.04827496456884158
PYCARD,29108,0.01573700175580109
C14orf28,122525,-0.06450163208536516
AC020922.1,0,0.3776941350368793
CHPF,79586,0.267108319244033
FRMPD3,84443,-0.18987476270756012
NDUFAF6,137682,0.20631357681489837
C6orf48,50854,0.014186347647078337
ANAPC4,29945,0.27807210193228793
OPTN,10133,-0.10887922594515967
CLSTN1,22883,0.0028041633363134616
RBM12,10137,0.06279968088386205
NRG4,145957,0.07798150890454243
SLC6A6,6533,0.0794718466073862
AK2,204,0.10364322540859716
LCN9,392399,-0.02818183272294767
RP11-318A15.7,0,-0.008992737513784987
FRAT2,23401,0.16470158293729953
ZNF449,203523,0.16490066566898312
POMGNT2,84892,0.15622238778872627
CNTN1,1272,0.22513768483887805
SEZ6,124925,-0.10236363334862517
NDRG2,57447,0.06487256033447732
TUBB4A,10382,0.14558385201860516
CNOT2,4848,0.2488905648187715
SEC61B,10952,-0.3666675843108541
ZNF610,162963,0.25159830761745716
CALCB,797,0.09057346933829608
RNF152,220441,-0.013282036319605714
CCRN4L,25819,0.08799165320017652
FSTL1,11167,0.01079382508508997
SEC61A1,29927,0.14290074061557673
RP11-94B19.4,0,-0.041187682908449964
ARPC4,10093,-0.01376980973208397
C11orf16,56673,0.37101513940059677
UCHL3,7347,-0.09024528987960145
RPAIN,84268,0.17684263418136095
IQSEC2,23096,0.16753322026501533
ATIC,471,0.06011988850840999
MOV10,4343,0.047456340955772815
C16orf13,84326,0.4142561783863157
POU2F3,25833,-0.06808563844447976
ATP5G3,518,-0.2903596612519914
COX17,10063,0.0867916755969331
NDST2,8509,0.20977949940236185
GPR144,0,-0.08881740460461297
GPR156,165829,0.11827975345357734
FSHR,2492,-0.05756031924744459
SLC16A4,9122,0.1783135400630455
C2orf73,129852,0.03143878790291807
GZMM,3004,-0.0705514325020569
JDP2,122953,0.12537706161889436
SNRPN,6638,0.015348730917230165
C6orf211,79624,0.3303049241362799
ENTPD2,954,0.054894634351975086
FOSL1,8061,0.09023227466768059
ZNF623,9831,0.3471826608751395
GDF3,9573,0.018109144442587682
CBX8,57332,0.07991337047479778
HEXIM2,124790,0.16060631390635666
QTRT1,81890,0.3116787630249923
OR2T33,391195,-0.08275691315102664
RMDN2,151393,-0.03926264841328894
MAP2K7,5609,0.040314789764040224
PTCRA,171558,0.05313595919108551
SAFB,6294,0.07958726115061658
HCFC1,3054,-0.11533763061269119
REXO4,57109,0.3708504402133459
APMAP,57136,0.06380199365885127
RP11-155D18.14,0,-0.037060466367629545
GIGYF1,64599,0.14230393123723617
NPW,283869,0.08375670667269933
NR2F1,7025,0.18183525577560933
AL603965.1,0,0.14980029256456623
AC104667.3,0,0.19292201355022653
PLRG1,5356,-0.00872906409571015
CACNB4,785,-0.036215786296629526
RAMP1,10267,0.038729100521638034
ERAP2,64167,0.6329207917558699
NKIRAS2,28511,-0.027752965721261125
RP11-1407O15.2,0,0.3103458360639147
PLCD4,84812,0.033143767932198795
BCMO1,53630,0.17266793894627508
MAP3K11,4296,-0.012928546761042527
OR6C70,390327,0.35902517370641307
BZRAP1,9256,0.23849783369707261
PRKRA,8575,0.04005708858743403
PIGS,94005,0.05739449664744064
TM4SF18,116441,-0.02886292880349349
LUC7L2,51631,0.11615706031027588
ZNF567,163081,0.13709382419094132
CD36,948,0.27026510684326155
HMCN1,83872,0.03028160682535248
TSPAN19,144448,0.05698563720885792
MMP14,4323,0.1985850134723592
FBF1,85302,0.4238123032970715
SMPD3,55512,0.06286251851878942
HIST1H4B,8294,-0.003882488826467488
KRT18,3875,0.05639397362620387
KLRF1,51348,0.35597853114384004
GJA1,2697,0.015359591596853718
C1orf213,148898,0.34327278454307686
MME,4311,0.12148535241381142
FAM178A,55719,0.3363838216920467
DOCK3,1795,0.10667370960858806
PITX1,5307,-0.17777494674968058
DNMT3B,1789,0.021266473033009152
C2orf43,60526,0.07501037035859176
MAEL,84944,0.025701183979571763
AMD1,262,0.024737119928454163
HLA-DOB,3112,-0.12023090396437208
ZNF614,80110,-0.1785453408155443
LRRC61,65999,0.11103428187441541
RIPK1,8737,0.14277095842616014
SSBP3-AS1,0,-0.05256863796549496
GPR111,222611,0.2068343923021477
MRPL34,64981,-0.003948186129970145
AL513478.1,0,-0.08414787875984878
CTD-3105H18.14,0,-0.15423037909690684
FAM174A,345757,0.06835860621496923
PKHD1,5314,-0.09586026977691389
PSMD8,5714,0.01988239261004567
CCDC66,285331,0.27223282686169636
WDR87,83889,-0.1580532980540834
ALLC,55821,-0.10285398462727338
ANAPC5,51433,-0.16436158409899335
DMRT2,10655,0.16563042015825127
PPT1,5538,0.31231047306625564
GRM8,2918,-0.06856659628235781
SYCE2,256126,0.2075821266741119
KCNK9,51305,0.06712174337427561
IGBP1,3476,0.08010962045995161
PTPRK,5796,0.12230427378293092
D2HGDH,728294,0.37415127096714046
TESK1,7016,0.09511960706302763
GSTZ1,2954,0.14124189519140534
PRDM5,11107,-0.05436841621272763
FRG2B,441581,-0.01776612502016566
MTMR4,9110,0.1035820337686555
ZNF878,729747,-0.218316157229329
RP11-507M3.1,0,0.07285910623757
RTCB,51493,-0.02823425692079785
MEGF8,1954,0.07468485375620604
IL36G,56300,-0.04848930964112185
PEX12,5193,0.03255239307649448
ARHGAP22,58504,-0.016418765452782896
FUS,2521,0.3546638512360887
TAF5,6877,0.05631278378887959
PNPLA8,50640,0.21999829172188698
DAG1,1605,-0.2868068311371952
AKR1B15,441282,0.09052012344328486
FAM154A,158297,0.04893302453755547
CILP,8483,0.18602249734326232
C7orf63,79846,0.07606204513814474
HSPH1,10808,-0.12871429147679592
MED9,55090,0.13098311454215608
PRPF38B,55119,0.2652683963071445
FRMD7,90167,-0.05401077214715505
KCTD5,54442,0.07129659473569727
ZNF396,252884,0.2800910833992989
FAAH2,158584,0.2284173927411729
C1QTNF6,114904,0.08908343455107677
PAQR8,85315,-0.0665414395251285
BLOC1S4,55330,0.2723035667843511
TPRN,286262,-0.08384221314212685
CAPN6,827,-0.08148375376544649
CCL14,6358,0.09775201358068931
VWC2L,402117,-0.06141366571776252
LSM4,25804,0.11350415643282247
BCL2A1,597,-0.10652513433379195
LIPF,8513,-0.013993385319810397
DKFZP434H0512,0,-0.01692139869853982
C7orf76,401388,-0.10880687643564607
ATXN7L2,127002,-0.008568898434310655
MRPL33,9553,-0.007625745085903638
DKC1,1736,-0.07273594863057684
OSGEP,55644,0.20802529266299954
OR2C1,4993,-0.05421810101567159
SGPP2,130367,0.09248911234117856
ANKRD32,84250,-0.02828961684753853
LIMD2,80774,-0.1298400247983157
PSMD7,5713,-0.08289554053449319
ZNF37A,7587,0.0413591197473428
AC027228.1,0,0.30499399660043225
ANKS1B,56899,0.19129949372491822
TRIB2,28951,0.22651335369983633
ZNF202,7753,0.01807992258584052
SLC25A24,29957,0.3054336400892902
UBL5,59286,-0.20006774278931802
NXF2B,56001,0.0011636811698788711
EIF4G2,1982,0.1534806251118146
LRRC37B,114659,0.3073762819698047
CYTH4,27128,0.24965892856288546
FAM161A,84140,-0.06908939473481127
IGFBP6,3489,0.07407640130108277
CERCAM,51148,0.33151720438981086
B3GNT4,79369,-0.12446078376446035
TNFRSF10D,8793,-0.23687547895880084
AES,166,0.17053914235039702
FAM189A1,23359,0.268633331981882
PPM1G,5496,0.23691242763205225
PRDM10,56980,0.11354598132207011
PGF,5228,-0.04835278293880827
CCL11,6356,0.03609225231190258
C9orf24,84688,0.21880164094372198
WNT9B,7484,0.21564001059070115
BBS9,27241,-0.17138177783060943
SI,6476,-0.021597410790813613
PARM1,25849,-0.11881839921367293
WDR31,114987,-0.03444678090299526
IFI6,2537,0.4842477128299636
METTL21A,151194,0.10793913277475374
EIF2AK3,9451,0.06892016294297727
CUL4B,8450,0.10626569940352719
DEXI,28955,0.19279633122275744
ALPL,249,0.233804503104633
RAB9B,51209,-0.10795142252931003
PCTP,58488,0.18227279117227405
HAUS7,55559,-0.0070618039497453294
TRPV3,162514,0.14625851446620444
SNRPD1,6632,0.02273613227416916
TMSB15B,11013,0.2931138825109693
RP11-863K10.7,0,0.4008465209716723
CCDC25,55246,0.15354649475795984
TMCC3,57458,-0.03175866826627838
FRS2,10818,0.02145447497768127
SNURF,8926,0.2887937141863423
GPR97,222487,0.032400413044398765
METTL7A,25840,0.1430281663271883
RP11-690P14.4,0,0.16756857545747444
AC109829.1,0,0.08350240339360772
CTSZ,1522,0.16603868927773452
UEVLD,55293,-0.09031055220623735
SLC39A9,55334,0.43889073532486916
RBM43,375287,0.19442150192197313
TIMMDC1,51300,0.028670929138117862
CD79B,974,-0.06579624162585895
ELOVL1,64834,0.0684180961174613
WFIKKN1,117166,0.32311866811083545
RP11-481A20.11,0,-0.0922662462473033
ZXDA,7789,0.1750971547171851
AGRP,181,0.08602521198391398
IQCJ-SCHIP1,29970,-0.09513430596484622
PRAMEF4,400735,0.041019959533373604
SMU1,55234,-0.0030831339942997693
MGMT,4255,0.36162590769935116
AC021860.1,0,0.3532337717855634
OSCAR,126014,0.16104852551130328
SULT1C2,6819,0.23219737864285256
TBL2,26608,0.05754397452006765
SLC35G2,80723,0.0214941479901605
CCDC178,374864,-0.0441269197898873
HMGB2,3148,0.040848454557443695
PPP1R7,5510,0.2715121367189842
ZC3H6,376940,0.14369909372314246
CRYAA,1409,0.054250819470861
RIN1,9610,0.05405870090517989
HAGH,3029,0.3148340378662077
PHF3,23469,0.05272496662936074
FANCE,2178,0.046779322753226424
KLK13,26085,-0.19927330942608074
CRLS1,54675,0.15757237078764216
TAOK1,57551,-0.060636052038697125
FERMT1,55612,0.46025117917000713
C17orf105,284067,0.20744741295172708
FAM209B,388799,0.025043804186302407
STX3,6809,0.23987785713449855
C11orf57,55216,0.13642095486641992
SEMA6C,10500,-0.08260484205955726
PPP3CB,5532,0.33886074927715415
SCAMP3,10067,0.14293211245244813
KBTBD6,89890,0.3445502384887303
CCDC108,255101,0.158024474175498
TNNT1,7138,-0.07744979628631521
EIF3C,8663,0.3951171227073137
CAPN12,147968,0.16219170388926918
C1orf226,400793,0.014762442154953908
ELMOD3,84173,0.193467060006574
HRCT1,646962,-0.0881608431329407
G0S2,50486,0.0482001654412047
TXLNG,55787,0.2474056193011432
WBSCR27,155368,0.5078663059235018
GNA11,2767,-0.10903901733333173
PRSS57,400668,0.2816292413938919
SH3BGRL3,83442,0.12443056282009282
EIF5AL1,143244,0.5776698550589547
OPRM1,4988,-0.20506058820378462
SLC39A3,29985,0.1387137775218875
ZNF48,197407,0.07825948102628286
COL16A1,1307,0.22169700316096094
GOLGA6B,55889,-0.10869902591679798
OR6J1,0,-0.061427630594299634
OR10Q1,219960,-0.050958629516981796
CCDC116,164592,0.17328227095913035
SSTR4,6754,0.035115311398770395
TCF12,6938,-0.017854425976098418
OR56A3,390083,0.7510878023218255
HIST2H3PS2,0,-0.13868580629951474
RETSAT,54884,0.20267194253588697
IARS,3376,0.03154077071680092
ANGPTL2,23452,0.13438169475033712
LRBA,987,-0.034754226619816614
COASY,80347,0.22207098915898074
ZBTB3,79842,0.0732384902076236
ACSM3,6296,-0.005833452412317497
KDM1A,23028,-0.15291962241024665
CDV3,55573,-0.17440592860661386
LRRC37A,9884,0.46138677823173446
LRRC1,55227,0.24925461653402373
PLA2G2C,391013,-0.1361068015764023
THAP5,168451,0.44945010809611685
C4orf45,152940,0.02421046354944041
CYP2S1,29785,0.17777489225346543
C8orf49,0,0.04235873118041672
PDK4,5166,0.41342695414039116
GNAO1,2775,0.14220524909976917
CHRND,1144,0.018359782763560213
C9orf163,158055,-0.07144874001457344
CSRP1,1465,-0.03977172593356196
PPP2R3A,5523,-0.0383446552669682
NPAS2,4862,0.0719343180557982
PIK3C2B,5287,0.017543801055657393
LAIR2,3904,0.12726321876998115
TMEM212,389177,0.06893854072249037
SSUH2,51066,-0.012042015943558193
FGD1,2245,0.0010239288699355614
GVQW1,0,0.09910490926823609
ANP32B,10541,0.23187067173970716
DHRS4,10901,0.13173214183365617
DMRT1,1761,-0.11298645802774404
IL6ST,3572,0.10754873971091106
HHATL,57467,0.5060728303189844
KIAA1217,56243,0.04655872700753213
RPS14,6208,-0.14718145404436667
PTRH1,138428,0.35693560269122904
AFAP1L1,134265,0.18765218169219278
PPP1R16B,26051,0.012373752577965212
AC023632.1,0,0.26469923428210357
MRTO4,51154,-0.010439995184772118
ZNF410,57862,-0.0741616019128144
NBR1,4077,-0.16475208732480895
KLRF2,100431172,-0.03336103245091994
JUP,3728,0.22256118664940266
ZNF496,84838,-0.02880345012701807
OXR1,55074,0.046221787702852485
ZBTB2,57621,-0.13246956664868825
DENND2C,163259,0.14232894246486116
SNX32,254122,0.2509922097890581
ARHGEF10,9639,-0.05337826799608992
PRDM4,11108,-0.11928940121005656
FAM229A,100128071,0.34905689032931686
CSF3,1440,0.06691045802176265
ZNF581,51545,0.22128799342438932
BLOC1S1,2647,0.04052531558155409
HOMEZ,57594,0.31128117799444566
CCDC74B,90557,0.3490673625466766
RHBDD1,84236,0.23632054852356815
BTG3,10950,-0.10480218399856586
RRP7A,27341,0.6380815197662115
HERPUD1,9709,-0.06501263980286037
NOL10,79954,0.054690464142539474
HEPACAM2,253012,0.04924299371359696
SCYL1,57410,0.18039902314636727
ECI2,10455,0.25543530036894296
RP11-934B9.3,0,0.2462086572645695
SIGMAR1,10280,0.1386657600684156
RP11-297N6.4,0,0.3206975085558195
SERPINB2,5055,-0.10510490622989646
ZNF571,51276,0.3052458003059751
DHRS7,51635,-0.15491586036369964
LSM10,84967,-0.21418327361514392
MICU3,286097,0.010451017362047094
NME3,4832,0.21430601642702798
IL37,27178,0.08784911672889964
ERN2,10595,-0.005230943988040176
OSER1,51526,0.27036671879575036
HMSD,284293,-0.15177404141870893
GPR26,2849,-0.08219357834332454
PILRA,29992,0.2562386284249064
SAMD5,389432,0.05839647580477744
ARHGAP11B,89839,0.13857035778024213
ZMYND8,23613,-0.044864180323678504
RP11-468E2.4,0,0.20904266205199573
HECTD3,79654,-0.1369100866674674
MMS22L,253714,-0.05870810535156941
YJEFN3,374887,0.19314882968097713
CASKIN1,57524,0.33676060100648597
EPHA1,2041,0.07662322077925623
MARC2,54996,0.021374359157656744
MIDN,90007,0.027415666314122383
PDZRN4,29951,-0.037213274636329965
CRNN,49860,0.022306300748458116
PEF1,553115,0.3319739627595977
C3orf22,152065,-0.0415157131914916
ARL4C,10123,-0.1774557586952365
SLIT2,9353,-0.1601717313993252
C9orf69,90120,0.11368882540161204
TBC1D28,254272,-0.16442642362873516
FBN1,2200,0.2417917054673103
ADD2,119,-0.172448000422328
MTCH1,23787,0.10204359963913598
MTX1,4580,0.07485391600089741
SETD6,79918,0.1601259142400188
MTMR12,54545,0.0991589506488181
CLDN6,9074,-0.06875255874317675
GABRA5,2558,-0.050774060697651044
PNMAL1,55228,-0.010106968369588187
IKBKE,9641,-0.10513812111490181
PLEK2,26499,-0.07864780688586882
RAB34,83871,0.13618030411948848
TFAP2B,7021,0.030792092767451394
SMOC2,64094,0.1347602965783311
HEPACAM,220296,-0.01649587790192683
AC092964.2,0,-0.12495359298910741
MGST2,4258,-0.06933451647885075
IRF4,3662,-0.07980097470160462
RBCK1,10616,0.25194190924164905
AHNAK2,113146,0.07999559157117833
TRNAU1AP,54952,0.04127723509876635
SELP,6403,0.2538403324567702
ZDHHC6,64429,0.33592877723992653
TMEM179B,374395,0.09060735650080176
CDKN2AIPNL,91368,0.10304360818768149
SRRM4,84530,0.03739615528280471
CLDN17,26285,0.011509027639313045
PANX2,56666,0.15817258440507073
NCKIPSD,51517,-0.03426193944560575
CAPZA3,93661,0.03948071375465447
CFHR1,3078,-0.027317669115077933
FGD2,221472,0.17599480999446893
GSTM1,2944,0.43788255227534156
QRFP,347148,0.019315395720260906
ARMC9,80210,0.19779801304333844
TSSC1,7260,-0.031060715488467734
ACD,65057,-0.03341578090323986
BBOX1,8424,0.24886546424986714
CNR2,1269,-0.08438073837104412
POPDC2,64091,-0.058642391763045094
INTS10,55174,0.018274547324364163
OSBPL5,114879,-0.04141388178148084
ZNF195,7748,0.35774784887525046
CLEC3A,10143,0.0872815505872876
ZNF668,79759,-0.07544946501180898
NDUFAF7,55471,-0.10581270585240617
SLC35E2,9906,-0.02727179134301898
VAMP1,6843,0.0256823214583693
STOX1,219736,0.1345676766596659
ARHGAP10,79658,0.033503198626303486
FHL3,2275,-0.1248246312535748
CHAD,1101,0.09181250205252767
PLEKHA6,22874,0.006723204046981776
MN1,4330,-0.061009476161924835
DHRS13,147015,-0.029564609739287623
BPY2B,9083,-0.05132544124362624
UBXN2B,137886,-0.14944448898628382
COMMD1,150684,-0.20912285373689826
USP16,10600,0.1428849617065023
TECTB,6975,0.00047944559393089947
HMGXB4,10042,-0.08348386134587374
GPT2,84706,-0.19226796879231461
C1orf101,257044,0.08916698201862565
LEPREL1,55214,-0.22915973938996426
TMEM61,199964,0.11760411451757641
ONECUT2,9480,-0.004196047288444818
PPP2R4,5524,0.2209469833252769
ZNF81,347344,-0.2349199521865356
KRT222,125113,0.22740560545387234
BLNK,29760,-0.13636490707846624
TMEM240,339453,0.18876387822035912
PSAPL1,768239,0.04284010682951905
AOC1,26,-0.14943818366238815
RP11-794P6.2,0,0.34199283072012593
FAM160A1,729830,-0.04629729087375676
GOLGA6A,55889,0.10102730751312511
TULP2,7288,0.07182158143485491
IRGM,345611,0.14728075368961682
SOAT1,6646,0.022370583047549984
PACS2,23241,0.07497659593471928
STAT3,6774,0.19155077453160835
RXFP3,51289,0.09467609916818927
NEK5,341676,0.1528621392008615
GPC3,2719,-0.05249642456726422
PXMP2,5827,0.34692082834038807
OTC,5009,-0.10695427826162585
LCE2C,353140,0.1526183229905958
OSCP1,127700,0.2162169685956257
NFKBIZ,64332,0.12867970050155886
UPK2,7379,-0.07659515997114068
PTPRS,5802,-0.24644135762111385
PDS5B,23047,0.039577897150970515
TPD52L2,7165,0.22650164807125
QTRTD1,79691,-0.10973715285407716
ALDH1A1,216,-0.07435858417767294
ZNF625,90589,0.15506426340555834
PCBD1,5092,-0.004345382334181948
