Gene_Hugo_Symbol,Entrez_Gene_Id,r_value_pearson
P2RX4,5025,0.10684169590135185
PPM1A,5494,0.35424497806474653
NKX3-2,579,0.004849935422947045
ACTN1,87,0.05915695364236894
C15orf61,145853,0.08158130222325896
CD80,941,-0.02045501135120381
OFCC1,266553,-0.032214164354873856
CTC-435M10.3,0,-0.020784619364191678
AL078585.1,0,0.051920935591057454
ACTR1A,10121,0.38569859850446947
TRNP1,388610,0.04782954383074778
C9orf66,157983,0.5836844535670022
VAV3,10451,0.23713412048514126
PGLYRP1,8993,-0.0831767491215421
ANKRD54,129138,0.24798363330187645
NEK7,140609,0.09970987142718703
RNF4,6047,-0.05409151023806684
GRAMD4,23151,-0.032871574486844884
HTR2C,3358,0.279944491520662
ASB6,140459,0.04568555225970724
CX3CR1,1524,0.41631906024155446
TPCN2,219931,0.12822785403437853
OTUD7A,161725,-0.027419378996486124
