Gene_Hugo_Symbol,Entrez_Gene_Id,r_value_spearman
MANBAL,63905,0.11806673317764224
PAOX,196743,0.11807090031875248
IFRG15,0,0.11808073776849361
CCDC146,57639,0.11813292354975029
RAVER1,125950,0.1181331222591172
VTI1A,143187,0.11816435279692267
ABI3BP,25890,0.1181809450633884
TOM1L1,10040,0.11818400533138892
LINC00998,0,0.1181938281610452
ECSCR,641700,0.11821216791528974
BTC,685,0.11823205293127037
RRAGC,64121,0.118243649517845
RNASE8,122665,0.11826428948461629
C17orf70,80233,0.11829300529642238
DSG2,1829,0.11830566467985047
OPN4,94233,0.11831291087426618
CIDEB,27141,0.11833794096210835
RPIA,22934,0.11843718480818037
TPTE2,93492,0.11845396471922633
WDR70,55100,0.11849343451273985
RALGPS2,55103,0.11851015815022951
MYBBP1A,10514,0.11852883976297388
NGLY1,55768,0.1185671088631935
DLG4,1742,0.11857527139975022
CREB3L1,90993,0.11858220189370962
SNX24,28966,0.11859236141478376
RP11-77K12.1,0,0.11860270309553604
ZNF770,54989,0.11860906349073448
GLOD4,51031,0.11861231339858334
TTC1,7265,0.11862086412330362
TMEM57,55219,0.1186489565771418
SOX21,11166,0.1186611601997695
ODF1,4956,0.11867917572354932
METTL8,79828,0.1186843812657835
AGTPBP1,23287,0.11870434503121352
AGPAT4,56895,0.11873363684875714
RINT1,60561,0.1187364881095364
SSPN,8082,0.11874910271918941
CHAT,1103,0.11875304010532321
FAM155A,728215,0.11876290653852585
PCDHA10,56139,0.11877882452979736
CTD-2369P2.12,0,0.11878453381376386
TMEM52B,120939,0.11878858024220691
NKX2-8,26257,0.11881663625012005
MTHFD1L,25902,0.11882519635519755
XAB2,56949,0.11884566434030923
RP11-676J12.7,0,0.11887659257373438
IP6K2,51447,0.11889489904644333
NCK1,4690,0.11891152107290116
ZNF598,90850,0.11892696754072077
ATP8A2,51761,0.11893268174897914
PTPRQ,0,0.11898245013975128
LIN28A,79727,0.11900168853019144
PCNXL4,64430,0.11900358009400604
KIAA1658,0,0.11902342914770754
SOWAHA,134548,0.11907106322029352
SLC35A2,7355,0.11914659239443491
RBMXL2,27288,0.11915564373943668
AF131215.5,0,0.11916961006754699
METTL4,64863,0.11918032673295507
SLC25A42,284439,0.11918255662303938
DSG1,1828,0.11919592675905641
WASF3,10810,0.11923917649701536
OR52W1,120787,0.11925195048045416
PKN1,5585,0.11925239914239377
ANGPTL6,83854,0.11926715650962878
PPAP2B,8613,0.11933702332279375
PHF19,26147,0.11933988494163554
SMC6,79677,0.11937932373498701
SLFNL1,200172,0.11938900528143719
EPX,8288,0.11939188465825268
ARL9,132946,0.11939295031543376
DUOXA2,405753,0.11939581685838109
ADAM21,8747,0.11941015762982958
PRDM16,63976,0.1194427806788238
DIRAS2,54769,0.11945240840014383
HEBP1,50865,0.11947040903760968
CRYAB,1410,0.11949761138952907
GPR161,23432,0.11950335025901182
CCDC57,284001,0.11951875524086977
GNPDA2,132789,0.11952449691805118
HKDC1,80201,0.11954851159865547
AC007461.1,0,0.11958743471234805
PLCB2,5330,0.11962343275177684
VPS18,57617,0.1196464173677545
FHL2,2274,0.11967823299152296
ZNF32,7580,0.11967990232402892
GAL3ST1,9514,0.11969158394984436
CSRP2BP,57325,0.1197213560356757
DNASE2,1777,0.11972135824626878
SRRT,51593,0.11972423073909993
POLQ,10721,0.11975213771141169
AIMP1,9255,0.11980681971275979
CHRDL1,91851,0.1198270744132134
RAC2,5880,0.11985495537697542
SYNPR,132204,0.11991725464393913
PDPN,10630,0.11993275820951327
CCDC28A,25901,0.11993657546678066
RNF183,138065,0.11995292614782736
CCDC36,339834,0.119962534361933
ZNF207,7756,0.1199769363845616
FBP1,2203,0.1199807878425256
CLDN2,9075,0.12001728940543654
FUT1,2523,0.12004035094378968
TGFB1I1,7041,0.12004418540864349
OSER1,51526,0.12006631091570284
ADH5,128,0.1201028121961685
MCAM,4162,0.1201162260510101
C21orf49,0,0.1201162260510101
ZNF557,79230,0.12015085193453641
CCRL2,9034,0.12015178248027548
VAMP3,9341,0.12015188875679837
RHOU,58480,0.12018642749186166
TAS2R38,5726,0.12018837366007942
MAP1LC3B,81631,0.12023157989702016
CACNA1F,778,0.12023629452712101
SLC25A45,283130,0.12024784543572908
TTC9B,148014,0.12026806358355821
FBXO2,26232,0.12028721016707186
SLC2A6,11182,0.12028721058327711
NUB1,51667,0.12029985033550189
ANKRD30B,374860,0.12033119418848394
PRR7,80758,0.1203505823374945
GRIN3B,116444,0.12035925281640329
C1orf43,25912,0.12036059695350339
MGAT3,4248,0.12036792711341206
RNF157,114804,0.12041017297885051
BCL2L10,10017,0.12041965556178477
LBR,3930,0.1204275249536743
MAB21L2,10586,0.12043411183417795
FAM184B,27146,0.12043667063031148
CENPF,1063,0.12043707986994914
RPH3AL,9501,0.12047267010738684
MS4A4E,643680,0.12047932389862238
RP11-565P22.6,0,0.12051491426101157
TFEC,22797,0.12051780954874519
UBFD1,56061,0.1205438652629461
EPB41L2,2037,0.12057248548445669
LSM12,124801,0.12061468575642412
DUSP19,142679,0.12068013192060602
PNPLA4,8228,0.12069255368350514
RIOK3,8780,0.12072444329358173
NDUFB6,4712,0.1207294231947307
SIX2,10736,0.12073478212149288
SMYD4,114826,0.12079570371576002
TRIM6,117854,0.12081842418411456
FNDC9,408263,0.12085355379527532
FAM27E1,0,0.12086650119247043
CCL13,6357,0.12087885704049228
COX16,51241,0.12089470046928212
PIPOX,51268,0.12092029278196824
NOL11,25926,0.1209646431409625
CD1E,913,0.12099233978534113
CBX7,23492,0.1210039658389651
NHLRC1,378884,0.12105566509327395
ECT2L,345930,0.12106223602126373
FITM2,128486,0.12107160368690123
C17orf75,64149,0.12108183499517028
MFN2,9927,0.12108831590342416
PAPOLG,64895,0.12112040029011045
RP1-32I10.10,0,0.12115711564694921
ARSE,415,0.12117573659477267
ISM2,145501,0.1211835630267122
IQCH,64799,0.12120921078241405
CNOT7,29883,0.12122595088278504
BRI3BP,140707,0.12122595479937619
KDR,3791,0.12123832339839394
IFT27,11020,0.121277617815203
MYOF,26509,0.12130092250738116
DCAF4,26094,0.12131841180615544
RP11-368I7.4,0,0.12137076526581189
PHF10,55274,0.12143920960039635
JMJD8,339123,0.12145156091404528
MAP4K2,5871,0.12149600061154431
SH3RF3,344558,0.12149667466733641
ILKAP,80895,0.12154112571989818
SPRY4,81848,0.12160215157045431
MYCN,4613,0.12162616477382655
PAK2,5062,0.1216547419019723
PPP1R10,5514,0.12166122269836677
LEO1,123169,0.12166642865648199
TMEM214,54867,0.12174144129075704
OBSCN,84033,0.12181180778757218
COIL,8161,0.12182875953380187
TAGAP,117289,0.12183935678149828
NXN,64359,0.1218510602882523
DCAF5,8816,0.12185450355658865
CUL3,8452,0.12187327888732924
VWF,7450,0.12189323539282831
FCRL6,343413,0.12192310466761075
EHD4,30844,0.12193188928038715
PPP2R1A,5518,0.12193658303584573
UBE2L3,7332,0.12194946547034052
EIF3D,8664,0.12200751337655566
ALG14,199857,0.12201623375102658
UBE2F-SCLY,0,0.12204619465559399
MICAL2,9645,0.12205783681932614
LAPTM5,7805,0.1220701250207281
SPINT2,10653,0.12210293817174582
FTSJ3,117246,0.12210824708642697
U2AF1,7307,0.12214291460718293
GREM2,64388,0.12216912061295976
GJA3,2700,0.12219978345303038
PLK5,126520,0.12221540281793608
LCE1E,353135,0.12221708532584477
PRRG3,79057,0.12222355628448663
OPTC,26254,0.12227267598018568
SH2D3C,10044,0.12227693219535297
GLIPR2,152007,0.12228626546532173
TJAP1,93643,0.12236907043528374
TALDO1,6888,0.12242301394244985
TNK1,8711,0.12249603816495676
WDR37,22884,0.12252347449559779
SAMHD1,25939,0.12261953395093951
BBS2,583,0.12265827875566679
RRAGA,10670,0.12268011133673384
TMPRSS3,64699,0.12268273955172358
ARL6IP1,23204,0.12268730386495207
CCNF,899,0.1227122086351761
FAM9C,171484,0.1227299698543798
SPNS1,83985,0.12273327760934971
KRT78,196374,0.12274400993114447
OCLN,100506658,0.12278468867722868
ASPRV1,151516,0.1227931236913735
PCDHA11,56138,0.12280238382865077
CA3,761,0.12280575540308869
RPL5,6083,0.12280786557486469
ARHGAP12,94134,0.12281041214353292
ZNF626,199777,0.12282976819321069
RIMBP3C,150221,0.12284746743221701
SLC13A5,284111,0.12286222264413618
SPOCK3,50859,0.12288705339992317
RBBP8NL,140893,0.12289295504734643
PIK3R5,23533,0.12293467876125297
TSEN54,283989,0.12293683869302413
KL,9365,0.12293763147303717
TOP1,7150,0.12294314233721633
MRPS28,28957,0.12295200172079584
RNF122,79845,0.12298566336656054
AC005003.1,0,0.12299195613615181
SRC,6714,0.12299931098778673
RPL37,6167,0.12303923033708097
GK5,256356,0.1230425606012474
CUTA,51596,0.12314159190434942
RARRES2,5919,0.12314490306013426
PDZD8,118987,0.12317483246072798
RIMKLB,57494,0.12320772421922607
DEDD,9191,0.12321261379313016
C17orf104,284071,0.12324687928138207
GIPC1,10755,0.1232587189855679
STYXL1,51657,0.12333077144778555
BAG3,9531,0.12336695542030798
HOXC13,3229,0.1234239079997275
ZNF365,22891,0.12343010833710355
SNX21,90203,0.12343840320242816
PLCG2,5336,0.12345650052018871
PPP2R2A,5520,0.12348617642447493
MRPL4,51073,0.12350722663266409
CXorf28,0,0.12351988117263514
ABCB6,10058,0.12351994794729398
TMEM176B,28959,0.12361304634588706
RCN3,57333,0.12365514057284419
RPUSD2,27079,0.12366701906860385
DSE,29940,0.12366973390753738
PVRL3,25945,0.12368212582264924
NR3C2,4306,0.12370317017150707
PIGF,5281,0.12374432883060153
FUCA2,2519,0.12376880349016096
LSR,51599,0.12379625881650866
POFUT2,23275,0.12390996518017768
C6orf106,64771,0.12391869213311262
KLC4,89953,0.12392823865604449
SAAL1,113174,0.12394312425191195
CARD10,29775,0.12396436294066501
CYBB,1536,0.12398242205145245
C1orf222,85452,0.12403361344537814
QARS,5859,0.12406900211334639
SAP30L,79685,0.12417673389619809
RMI2,116028,0.12418959804062817
TP63,8626,0.12419258046391587
HLA-DRA,3122,0.12420451287916238
FMO3,2328,0.1242376220037066
SDK1,221935,0.12425552582827468
GSTZ1,2954,0.12426149319654937
HAPLN3,145864,0.12429161463836327
OTUD7A,161725,0.1243154974960095
KRT17,3872,0.12433068411872819
PCDHGB1,56104,0.12433665595678721
FAM26F,441168,0.12433964133815689
CDK2AP1,8099,0.1243753605125922
KIAA1683,80726,0.12441466785400718
FSTL1,11167,0.12441466785400718
MAFK,7975,0.12444166961185193
RPS19BP1,91582,0.12444444448035624
PARP3,10039,0.12447136636970366
C4B,721,0.12448969804473956
NXF3,56000,0.12448969919339624
ZFYVE9,9372,0.1245015615176877
AMY1C,276,0.12451038986690086
INHBE,83729,0.12451054441141696
BRMS1L,84312,0.12454063058845409
RP11-598P20.5,0,0.12455551787343366
LRLE1,0,0.12456656211741614
RIPPLY3,53820,0.12457378874279665
CD74,972,0.12457670036994241
MTPN,136319,0.12460363274589506
FAM19A2,338811,0.12461874688384493
SLC37A4,2542,0.12462460757754702
PRKAR2A,5576,0.1246576694790599
B3GNT2,10678,0.12466378611645643
CLEC1A,51267,0.1246818117762901
LRRC71,149499,0.12469069169823041
PGS1,9489,0.12469672616395858
ACVRL1,94,0.12475380756044398
ADAMTS9,56999,0.12477187647606475
ELTD1,64123,0.12479285254697939
CNBD2,140894,0.12483785745850336
DBNL,28988,0.12486485623850221
METTL2B,55798,0.12489188250932975
KIAA1009,22832,0.12490692468401524
STAM,8027,0.12491592023711566
DDX21,9188,0.12492193937656318
MYOZ3,91977,0.12495497100101825
TBL1X,6907,0.12496097628895741
CASC4,113201,0.1250210227888516
ZNF703,80139,0.12504202502294734
SNX6,58533,0.12504203526222876
PRRC2C,23215,0.12508409432990794
PRPH,5630,0.12508705034573497
NPY5R,4889,0.12509800510724733
MTX2,10651,0.12510810089466387
POC5,134359,0.12511709464853887
AC105020.1,0,0.12512606252701342
LAMA1,284217,0.12513207199139392
GLUD2,2747,0.1251501032710505
METAP1D,254042,0.1251531393398812
SLC7A9,11136,0.12515611504495913
GPSM2,29899,0.12515611721084385
CCP110,9738,0.12517712788281082
GNRH2,2797,0.12518095085551223
NUPL1,9818,0.125195129890969
CYS1,192668,0.12523413875449785
ARHGEF40,55701,0.12524316438476532
NRGN,4900,0.12525213730706405
RBMS3,27303,0.12529420241125894
METTL2A,339175,0.1253183418405397
MTFMT,123263,0.12540541152136356
GNAO1,2775,0.12542625364334659
AC023590.1,0,0.12542788042246356
ZNF843,283933,0.12543830155146743
MAPK10,5602,0.12549226837257782
KCND3,3752,0.12552532450423404
COPG2,26958,0.12557045244646198
LRRC18,474354,0.12557057440125047
SLC9B2,133308,0.12557938474766334
LAMTOR2,28956,0.1255826268932526
GFI1B,8328,0.12565531948497008
CDRT15,146822,0.12570667653577206
GPC6,10082,0.1257323985697445
DHX40,79665,0.1257414567736084
INPP5J,27124,0.12574145851400184
SAMD5,389432,0.12574750072544227
CCDC19,25790,0.1257564116328785
A2ML1,144568,0.12582290667845986
CNTFR,1271,0.12583751594608633
RYR1,6261,0.12584053852490049
C20orf96,140680,0.12584356016021342
CD44,960,0.12586455563702892
PHLDA2,7262,0.12587647680338102
RPL10L,140801,0.1258790486532855
MAPK4,5596,0.12590956061589811
B3GNT9,84752,0.1259575902022479
INCA1,388324,0.12596401119162115
HSPBP1,23640,0.12597290648861112
KIF16B,55614,0.1259848230041237
DDX59,83479,0.12601206678568524
KLF15,28999,0.12601450333889683
UTP11L,51118,0.12602700366350006
NDFIP2,54602,0.1260480108237523
AL603965.1,0,0.12609562264068552
PIP5K1C,23396,0.12610794931336738
C1orf112,55732,0.12613781015718548
CCDC151,115948,0.12615857465302793
CDH20,28316,0.12617417421058513
SHH,6469,0.12617675312199808
ATAD5,79915,0.12617698157630225
CPN2,1370,0.12620648361002995
FAM43A,131583,0.12621265983242497
PAN3,255967,0.1262128950188034
MT2A,4502,0.126215690839734
SNCA,6622,0.1262247844440605
BANK1,55024,0.1262247851720468
AC018816.3,0,0.12623084682261396
ADIG,149685,0.12624742375601872
MT1A,4489,0.1262485595001596
ALAD,210,0.12625838213540763
MICAL1,64780,0.1262669985675307
DERL3,91319,0.12627888045204472
TMEM254,80195,0.126296830553903
SPATA7,55812,0.12630314735218745
ZNF77,58492,0.12632109973755398
LRRC20,55222,0.126381017011313
ZNF20,7568,0.1263898561878344
FBXO5,26271,0.12640531345915804
BHLHE41,79365,0.12641083579763837
ADRA2C,152,0.12655492284836833
GPBP1L1,60313,0.12659444316473817
PPAP2C,8612,0.12659686928056452
HSPA4,3308,0.12660692366693088
TERF1,7013,0.12663367521992971
MYL3,4634,0.12664521145964527
PLIN2,123,0.1266509786932816
ADAMTS20,80070,0.12667952145372108
BMP1,649,0.1267050918430105
HSFY1,86614,0.12671206788888978
MAFB,9935,0.12671726522197566
PLLP,51090,0.12677747944757747
TMEM203,94107,0.12678931752237196
APOA5,116519,0.12679903648668858
EPHA4,2043,0.12681298684951844
CCDC40,55036,0.12692123017253798
HSD17B1,3292,0.12692695635552198
TPD52L2,7165,0.12698072288063594
SETMAR,6419,0.12699976213359898
CADM2,253559,0.12700168676804433
MBD1,4152,0.1270520373450777
AL359091.2,0,0.12705469576083822
CNOT8,9337,0.12707222156806525
SDE2,163859,0.127074876017596
MBTD1,54799,0.1270862851882994
YWHAQ,10971,0.12711458071346185
PHRF1,57661,0.1271233354222535
NDNF,79625,0.12714042303629391
PPP1R3G,648791,0.127176237018816
MB,4151,0.127239110745582
GEN1,348654,0.1272456551493093
NT5C3B,115024,0.12725219946731986
ANKRD34C,390616,0.12726688087264648
GMFG,9535,0.1273033227370687
EBAG9,9166,0.1273059186711129
DTX3,196403,0.12732076822409913
RHBDF1,64285,0.12732382246398027
FAM211A,388341,0.1273443316170545
DCDC2B,149069,0.12735350756608907
KRT83,3889,0.12737765795181302
MYADM,91663,0.1273923591904088
HIPK4,147746,0.1274019990507675
RBM19,9904,0.12740859391418569
SLC29A3,55315,0.12741071940657253
RP11-113D6.10,0,0.12742694256458342
NRG4,145957,0.12743120602506203
YARS,8565,0.12743568277208905
FBLN5,10516,0.12745004210865213
NDN,4692,0.12745569319016606
RP11-248J23.6,0,0.12747578150051048
COX6A2,1339,0.12749166142629828
ATG16L1,55054,0.1274929405751435
TRPS1,7227,0.12749453696544025
APOL2,23780,0.1275006607694522
IKBKE,9641,0.1275067857501571
SRPR,6734,0.12750727278624824
PTPRK,5796,0.1275798304736469
HIST1H2AI,8329,0.12759894387100174
MAP7D2,256714,0.12759928924746677
ICOSLG,23308,0.1275997888017918
HENMT1,113802,0.12762481615782628
SLC22A5,6584,0.1276723529955089
LSAMP,4045,0.12768717952187406
CLIP1,6249,0.12768768949322562
AHSA1,10598,0.12770199102092822
FOXN1,8456,0.12774695881688206
KIAA1191,57179,0.12777003331591363
DCP2,167227,0.1277715084269687
FGFR1OP,11116,0.12778017980828796
GPR34,2857,0.12779138467408707
TRAPPC12,51112,0.12779158399902554
PPP1CC,5501,0.1278063674266522
P4HA3,283208,0.12783633908355568
PKHD1L1,93035,0.12784247812546304
ARL8B,55207,0.12785278564566288
EME1,146956,0.12785475886306344
C11orf86,254439,0.12785599948128662
COPE,11316,0.1278737387852047
SLC16A12,387700,0.12788798708254118
PISD,23761,0.12789526053937078
FAM76B,143684,0.1279058610780672
CALCR,799,0.1279150755706721
TECR,9524,0.1279185148531039
ACKR3,57007,0.12792987512007686
HOPX,84525,0.127947745212649
RP1-27O5.3,0,0.12795009750826614
FSCB,84075,0.12797510799660833
ATP5J,522,0.12802959632368635
PHF6,84295,0.12804687720846247
ADD3,120,0.12805918112645517
DCT,1638,0.12806157638014048
RIC8A,60626,0.1281065481112268
POLR3F,10621,0.12811396748853965
RBM12B-AS1,0,0.12813985894419952
PAQR9,344838,0.12814047887234753
FKBP3,2287,0.12814661813403533
DDX49,54555,0.1281768050469847
CNTNAP3,79937,0.12820266571864788
SMS,6611,0.12822301284149182
MOV10L1,54456,0.12824577871928156
TCEA2,6919,0.12825502125126928
FAM46B,115572,0.12825685022355768
MED16,10025,0.12826118528325628
FBN2,2201,0.1283405767892241
MINA,84864,0.128359715575122
ZNF35,7584,0.12837513271526185
CD7,924,0.12840401576937166
RNF224,643596,0.12842935905014163
MORC2,22880,0.12843444384044947
COX4I2,84701,0.12843728328146178
RP11-766F14.2,0,0.12844507659961557
PRKRIP1,79706,0.12845337108266808
CORO1A,11151,0.12846371815226715
KLC1,3831,0.12846571658153733
SUSD4,55061,0.12848290725951597
TLK1,9874,0.128503831429146
UBE2K,3093,0.12851446362801627
FXR2,9513,0.12853229586476947
ZFPM1,161882,0.12853952195487406
UGGT2,55757,0.12861157147595742
UNG,7374,0.12861466276416597
FRG1,2483,0.12861774982349664
KCNV2,169522,0.12862545594181785
RBM20,282996,0.12864106816378673
GADD45A,1647,0.12866888011057803
SLC25A21-AS1,0,0.1287340313130343
ENKUR,219670,0.12874567821222058
FAF1,11124,0.1287718696709087
SOX6,55553,0.12880297788252992
TDP2,51567,0.12880443954751414
SNRPD1,6632,0.1288168171513788
PCYT1B,9468,0.1288238968012922
EFHC1,114327,0.1288633798791411
SLC6A13,6540,0.1288842996539578
RGCC,28984,0.1288842996539578
NT5C3A,51251,0.1288850472143447
LAPTM4A,9741,0.12890438242283248
HCK,3055,0.1289059703579767
TMPRSS6,164656,0.12893542455593307
C12orf49,79794,0.1289423747099189
PPFIA2,8499,0.12895324637293087
IRS4,8471,0.12895681154567074
DNAJC3,5611,0.1289578701678095
APOB,338,0.12904827249295894
RP11-480I12.4,0,0.12905270898891777
CER1,9350,0.1290543914578122
CXCL1,2919,0.12909422785514318
C10orf126,283080,0.12910748494786115
SP140,11262,0.12914845648170578
BCL7B,9275,0.12920349745885215
FCER1A,2205,0.12925300745676205
EFNB2,1948,0.12928633176447984
IFT57,55081,0.12929957724827057
KRT77,374454,0.12930810494727527
ISOC1,51015,0.1293145039333864
ASRGL1,80150,0.1293374646116584
KRT18,3875,0.12944595513593196
PNMAL2,57469,0.1294606408486094
RBM18,92400,0.12946460773889665
GBA,2629,0.12946546580171212
C10orf62,414157,0.12947456192102483
TNFSF8,944,0.1294824084590744
FTCD,10841,0.1295064294028188
PLCZ1,89869,0.12957597309577176
ABR,29,0.1297821783960253
CYP3A5,1577,0.12980838510862736
ADAMTS14,140766,0.12983020909221854
RP5-1052I5.2,0,0.12984592846117665
SYCP3,50511,0.12985734319940906
INTS12,57117,0.1298748381070501
NES,10763,0.12987823948788801
TNRC18,84629,0.12989071788151443
PSTPIP2,9050,0.1299116162975107
INIP,58493,0.12994473443244117
PEX13,5194,0.1299531503378383
ZCCHC3,85364,0.12999712245015602
CYP2R1,120227,0.13009009042795902
ARF4,378,0.1301016203029673
BTN3A3,10384,0.13013815800466147
BTF3,689,0.13015370714884236
GUCY1A2,2977,0.13016643084769844
HMGN3,9324,0.130170552487606
LIME1,54923,0.1301726859912579
C1orf177,163747,0.13019144691827014
COLQ,8292,0.1302019556487954
CCDC63,160762,0.13020510409574665
CCDC93,54520,0.13022697343816036
ARF3,377,0.13023110931701362
HAMP,57817,0.13024372767663459
FASTKD1,79675,0.1302760228112716
FYB,2533,0.1302823665001921
RBBP6,5930,0.130308417955902
UBA1,7317,0.13031252951791175
PREPL,9581,0.13032617948105213
VWA8,23078,0.1303345424742545
STOML3,161003,0.130361281657645
IFNG,3458,0.13036482279714906
EFCAB13,124989,0.13036795081179747
ADH1B,125,0.13038467139812418
NECAB1,64168,0.13038780169445233
FRAS1,80144,0.13039406416662014
VPS33A,65082,0.13039613716016638
TMEM192,201931,0.13042434300343062
KRT13,3860,0.13042956279121892
PCDHGB7,56099,0.13043060686268118
ZDHHC1,29800,0.13049117423266787
SERPINE3,647174,0.13051519610068943
TTN,7273,0.13068222754290224
RP11-156P1.2,0,0.13070841588278315
DBF4B,80174,0.13072821611777252
DUSP12,11266,0.13073245824241742
AL445665.1,0,0.13075440716868045
IFT20,90410,0.13075537442373775
KLF3,51274,0.1307647964614224
MED20,9477,0.13078050398230806
ZNF335,63925,0.1308337136783627
ISL1,3670,0.13085336492902447
TNFRSF17,608,0.13085548276239362
CXorf57,55086,0.13088376802553092
CHDH,55349,0.13090978945834417
EDN3,1908,0.1309362501701521
ZFYVE19,84936,0.13093922667044483
OTUD3,23252,0.1309495221170933
NT5DC3,51559,0.1309506659259801
MED14,9282,0.13096639456449757
DEGS2,123099,0.13097039121995382
TRANK1,9881,0.13097353769305228
HCLS1,3059,0.131006991700651
RTP4,64108,0.13101013497286135
TEN1,100134934,0.13102901614142967
ZADH2,284273,0.13106051198322047
ZMPSTE24,10269,0.1310719316464127
XAGE1A,9503,0.1310895946525727
GCNT6,0,0.13111110823816227
C16orf98,0,0.131123920669592
DGCR6,8214,0.13116880001861136
AC016885.1,0,0.13118296437995025
OMD,4958,0.13121367849767063
ETV4,2118,0.13124084621448054
CCDC89,220388,0.1312554029391989
C14orf142,84520,0.13126170708189555
SLX1A,79008,0.13129202826019407
UBE2B,7320,0.13129639156562226
NUBP1,4682,0.13130828389029175
NCF1,653361,0.1313483011544483
ASPM,259266,0.13136091866659597
PDCD7,10081,0.1313633664339461
C17orf61-PLSCR3,0,0.13137915692875843
ADORA2A,135,0.13145754620437128
KRTAP4-6,81871,0.13148486788159747
EIF3K,27335,0.1315011955446839
H2AFY2,55506,0.13151132446695674
C1orf186,440712,0.13151323056235895
ART3,419,0.13151329776779921
DCTN4,51164,0.13153469213147578
C8orf47,203111,0.1315372426239476
ARHGAP6,395,0.1315574582321354
VWA5B2,90113,0.13158210679231955
CMTM6,54918,0.13163267760997685
FAM212A,389119,0.13164277343672406
AES,166,0.13166490537035255
SLC39A7,7922,0.13166935564128834
ZNF790,388536,0.13168389154189844
RDH5,5959,0.13169841235514276
DDX19B,11269,0.13170415772447783
TTC38,55020,0.13171237046692916
REM1,28954,0.131724304162038
FANCA,2175,0.13173379449965011
GDI2,2665,0.13173639680229343
CCL28,56477,0.13173882799596284
RPS27L,51065,0.13176674301563188
ZNF549,256051,0.13177233566191415
RAD51B,5890,0.13180584762487835
PLEKHH3,79990,0.1318361973718901
CEP350,9857,0.1318361973718901
SLC35B3,51000,0.13185018206983706
PHF21A,51317,0.1318583683668929
NUGGC,389643,0.1318670766022968
TBC1D20,128637,0.1319494536185015
PPRC1,23082,0.13200749524600044
MORF4L2,9643,0.13201519101523196
CCDC58,131076,0.13203151514338676
USP25,29761,0.13204737543314218
ANKRD39,51239,0.1320714035513242
RNF170,81790,0.13210176182930053
BSND,7809,0.13212140871879724
ARSF,416,0.13214061795041498
CHRM1,1128,0.13214728827336658
PSMB9,5698,0.13215340684136706
NTN3,4917,0.13221050592596534
MORF4L1,10933,0.1322169207619086
FIBCD1,84929,0.13222227619714988
ZNF641,121274,0.13222505714476823
RRNAD1,51093,0.132257212211776
ZNF658,26149,0.13230702738736513
IKBKAP,8518,0.1323084315723372
MS4A4A,51338,0.1323278687938748
SCFD2,152579,0.1323804972797927
PWWP2A,114825,0.13238828235767378
TBX20,57057,0.13239850543335924
AC010336.1,0,0.13246965403998523
FKBP15,23307,0.13249741966263676
PPFIBP2,8495,0.13251999789973082
ZNF283,284349,0.13252636064032045
PCBD1,5092,0.1325327249091294
C3orf56,285311,0.1325378312242517
FLJ00104,0,0.13254400956613424
SLC39A13,91252,0.13255182994924108
DMRT2,10655,0.1326033196408425
C4orf3,401152,0.1326047842605643
GAPDH,2597,0.13262389295498736
NTRK3,4916,0.1326368877610626
ARMS2,387715,0.13264038467186243
KIF18A,81930,0.13264325917395264
MGC4294,0,0.13266636163307036
GPR25,2848,0.13268898158977574
COMMD3-BMI1,648,0.13269937328226347
PPP1CA,5499,0.1327312468857412
RPL19,6143,0.13273444056389577
PLS3,5358,0.1327824774707403
CHMP3,51652,0.132787167421255
IQSEC2,23096,0.13280951490524867
RP11-455G16.1,0,0.13282143609767158
ITCH,83737,0.1328337075298008
SIRT2,22933,0.13283827686199756
ATP6V1C2,245973,0.13285621687259552
TMEM62,80021,0.1328992416421345
SYT8,90019,0.13292507265941303
NLGN4X,57502,0.13304195480265094
LPXN,9404,0.1330755584387433
PARK7,11315,0.13310268992106666
SCARA5,286133,0.13311883243411585
GFAP,2670,0.13312515566281255
ZC3H18,124245,0.13317319256300608
TMEM74,157753,0.13318441904130976
SOHLH2,54937,0.13319562866444656
C11orf80,79703,0.13327407949596715
SLC22A17,51310,0.13327409034507331
ST3GAL4,6484,0.1332932994867505
TBC1D15,64786,0.13330290748057502
HOMER1,9456,0.13334934554104502
SLC41A1,254428,0.13338297478880945
PTP4A1,7803,0.13339256570949784
VTCN1,79679,0.13340056187667138
GNMT,27232,0.13342298656183896
NCR3LG1,374383,0.13342619057184268
FAM133A,286499,0.13346743036075834
BHLHE22,27319,0.13346781006226055
MXRA7,439921,0.13348226116183698
RCAN2,10231,0.13351426788645995
FBXO46,23403,0.13354157410960996
TAS2R4,50832,0.13354626546165016
ZNF66,0,0.13356707309291474
INA,9118,0.1335985810066346
WWOX,51741,0.13361212482043408
TCF4,6925,0.1336262786342026
BTF3L4,91408,0.13364398437789793
AK9,221264,0.13365991979734324
AL137798.1,0,0.1336703781346338
TRIP12,9320,0.1337224673957174
LIMS2,55679,0.13374955072987732
CLIC2,1193,0.13374970220538662
DCAF8,50717,0.13376087237928114
PFKL,5211,0.1337865832646295
CD207,50489,0.1337911494610957
STAT3,6774,0.1338138203398458
RAB22A,57403,0.133831590906683
SQSTM1,8878,0.13387473137597353
CST7,8530,0.1338760419390253
RAET1G,353091,0.13388890412303336
MTRR,4552,0.1338970432744953
RPL36A,6173,0.1339081981714933
FAM110C,642273,0.13390970468080007
SSX4B,6759,0.13392231363495505
CUZD1,50624,0.13399662014365837
