Gene_Hugo_Symbol,Entrez_Gene_Id,r_value_spearman
KIAA0391,9692,-0.06443553514709638
ZNF85,7639,-0.06438211428586936
RP4-583P15.14,0,-0.06436582848843433
SEPT8,23176,-0.064340266177301
CPNE2,221184,-0.06426976097743703
WNK1,65125,-0.06426976023599394
AKIRIN2,55122,-0.06423851294466433
PHF3,23469,-0.06421158953974025
ACP2,53,-0.06414659380044585
NEIL3,55247,-0.06414351257010566
ITGA9,3680,-0.06409240465206431
RTN4R,65078,-0.06405053001339912
UQCC2,84300,-0.06403266573027126
ZNF91,7644,-0.06402958997228965
C19orf82,284385,-0.0640071098969987
BRD7,29117,-0.06399231685425172
TCEB1,6921,-0.0639907765658687
C1orf216,127703,-0.0639907765658687
PXDN,7837,-0.0639738731966064
TLR5,7100,-0.06395600202430488
ATG2A,23130,-0.06394791028041595
GJB3,2707,-0.06392123906273152
CTPS1,1503,-0.06389162459841653
LGR6,59352,-0.06380577331199187
SLC15A5,729025,-0.06376647364573601
WNT8A,7478,-0.06375743836780957
OR2T29,343563,-0.06375743836780957
AC006435.1,0,-0.06375743836780957
AC106017.1,0,-0.06375743836780957
EMG1,0,-0.06370606680651385
TNRC6C,57690,-0.0636723914763119
HPDL,84842,-0.06365863058853881
FKSG62,0,-0.06355452817877273
FBXL17,64839,-0.06353326531743758
HNF1B,6928,-0.0634981632378805
SLC25A32,81034,-0.06344897204004156
SFPQ,6421,-0.0634443992326741
GPR83,10888,-0.06341234354670196
AKR1C3,8644,-0.06339448689315066
AC011239.1,0,-0.06337896039085716
IBA57,200205,-0.06337656165696948
ELMO2,63916,-0.06329874152408589
USP50,373509,-0.06329406698423093
RAB11FIP1,80223,-0.06327594075258129
IL13,3596,-0.06321214198914134
PA2G4,5036,-0.06320872690260577
SHROOM3,57619,-0.06318926346710808
CD3E,916,-0.06310026892047638
NDE1,54820,-0.06309443816113156
C14orf28,122525,-0.06309292232434832
ALLC,55821,-0.06307338282800719
Z98049.1,0,-0.06303941220739274
DUSP13,51207,-0.06297468664224422
GUCY2F,2986,-0.06296532080434622
RPAP3,79657,-0.06295637999850331
TAPT1,202018,-0.06292480262268466
GLTSCR2,29997,-0.06286180972724623
CMTM3,123920,-0.06285275161201
ELAVL1,1994,-0.06282749778431025
XYLB,9942,-0.06282722520336671
CLVS1,157807,-0.06281817337594021
SLCO1B7,338821,-0.06281377748291106
DHRS7B,25979,-0.06280937177774233
HSF1,3297,-0.06271919354116158
RP11-527L4.2,0,-0.06268568977683857
MYLPF,29895,-0.06262757247921519
CHST8,64377,-0.0625961701231279
MTBP,27085,-0.062436963330021265
LYRM1,57149,-0.062433939343627246
TMEM126A,84233,-0.062412916806050794
FAM208B,54906,-0.062321381415220194
CNFN,84518,-0.06228838998073837
CXXC4,80319,-0.06224335424314637
EDIL3,10085,-0.062196820517746505
CXCL6,6372,-0.06219234003473878
OR1F1,4992,-0.06215328710628288
FLJ45079,0,-0.06207880497563444
PROP1,5626,-0.06204586124002158
FAM47A,158724,-0.06204220406155387
CTD-2144E22.5,0,-0.06203854752970678
CSN2,1447,-0.06203854752970678
RP11-113D6.6,0,-0.06203854752970678
RP11-272B17.2,0,-0.06203854752970678
ZNF430,80264,-0.061989624435048844
ZNF699,374879,-0.06196560697247957
SEC22A,26984,-0.061962424004361936
SLC22A3,6581,-0.06195519142353712
COA4,51287,-0.061933937955291944
LYRM2,57226,-0.06191139841429688
STX7,8417,-0.061837839283280405
MANBA,4126,-0.06182298562944543
ZFP90,146198,-0.06180045162532423
AIRE,326,-0.061665743321950676
RP11-1021N1.1,0,-0.0616615527242226
AC069547.1,0,-0.061648935763915086
MAP7D3,79649,-0.06163972232675169
FGF23,8074,-0.06162879446188583
FLJ27365,0,-0.061617520001903056
DCST1,149095,-0.06159050568153005
PSMG1,8624,-0.06159020051268163
DHX32,55760,-0.06156322173616269
MAML1,9794,-0.0615392008989567
KMT2D,8085,-0.06150927110717837
SLC5A7,60482,-0.061504927831400776
CDK5RAP2,55755,-0.06146714243423309
HNRNPK,3190,-0.06145010032894001
EBPL,84650,-0.06118184030163968
OPA3,80207,-0.06115781916292683
ALKBH1,8846,-0.06115092662863279
CTNNAL1,8727,-0.06111764863007071
H2BFM,286436,-0.06108081122174533
TMEM63B,55362,-0.06106026760667173
SPINK2,6691,-0.06099318036041846
MCU,90550,-0.0609641853602411
SERF2,10169,-0.06092346193111632
CENPA,1058,-0.06089859041690556
TTI1,9675,-0.060835315182736466
VPS37C,55048,-0.060821523220946874
YBX1,4904,-0.060727684809699777
BEND3,57673,-0.06071231341352568
HS3ST5,222537,-0.06070949472666562
PGBD3,2074,-0.060701418998459315
CTSD,1509,-0.060688297186740583
NOP14,8602,-0.060677397228952344
TRIM47,91107,-0.06066573865761185
ESYT2,57488,-0.06066357684517832
RECQL,5965,-0.06064026529343884
YIPF1,54432,-0.06062352947614723
CLEC19A,0,-0.060571003619780975
EDARADD,128178,-0.060521640004626086
ANKRD29,147463,-0.06051291965603232
RUNX1,861,-0.06040010610562385
DHRS4L2,10901,-0.06038914244535191
NUDT6,11162,-0.06033240492824368
KLHL15,80311,-0.06033095565781606
ZNF474,133923,-0.060326609099364346
FAN1,22909,-0.06031707909915373
GLTPD1,80772,-0.060266143168226184
ZCCHC10,54819,-0.06022533453583955
ZNF732,654254,-0.06022252138238981
AC093802.1,0,-0.06012760593054192
ZNF804B,219578,-0.06012760593054192
C1orf185,284546,-0.06012160439421957
SSX2B,6757,-0.06011508325917201
TMEM174,134288,-0.06011508325917201
GAGE2E,26749,-0.06011508325917201
SLC22A12,116085,-0.06011508325917201
C14orf177,283598,-0.06011508325917201
ASB3,0,-0.06011508325917201
C21orf54,0,-0.06011508325917201
RP11-215A19.2,0,-0.06011508325917201
F9,2158,-0.060115083259172
AL645730.2,0,-0.060115083259172
OR12D2,26529,-0.060115083259172
SSX7,280658,-0.060115083259172
CITED4,163732,-0.06007779865737802
DNAJC14,85406,-0.059966851501548304
PDCD2L,84306,-0.05992698337677787
GIT2,9815,-0.05992599383726381
ART4,420,-0.05991448213076193
TRIM10,10107,-0.05987861862950356
RGS7BP,401190,-0.059805452574883684
PHF23,79142,-0.059801544579109495
PCDHB16,57717,-0.05979827116927524
MPHOSPH9,10198,-0.059779999802786955
RNF39,80352,-0.05970794614971365
ZNF473,25888,-0.05965417867435159
COL22A1,169044,-0.05965274624640301
NDUFA9,4704,-0.05959501376123133
KCNJ13,3769,-0.05956783755774235
SEPT12,124404,-0.0594957255954294
FXYD1,5348,-0.059484642968622096
ANGPT4,51378,-0.059432908635650566
PAX3,5077,-0.05940336356969839
ZDHHC14,79683,-0.05937312496108014
RPS6KA6,27330,-0.05933770396974556
CLEC10A,10462,-0.059333429449392926
FAM49A,81553,-0.0592870184214572
TRIM16,10626,-0.05926566291361314
DIDO1,11083,-0.05924039769540315
TSPAN8,7103,-0.059220481198765364
PDLIM4,8572,-0.05921479170875128
PGA4,5222,-0.05920261961993617
CEACAM16,388551,-0.05919743326009927
CEP152,22995,-0.05910040600338076
NLRC4,58484,-0.05903970491541373
IL5,3567,-0.05901571747565999
CDKL1,8814,-0.05901568482643211
CDADC1,81602,-0.0590128499190161
SPTBN4,57731,-0.05893371764722935
KREMEN2,79412,-0.058864500472790085
THRA,7067,-0.058848962404571055
NTN4,59277,-0.05879103726568749
ARHGAP23,57636,-0.05868792650259858
TOMM5,401505,-0.05867941379509997
ZNF311,282890,-0.058642716758706866
KCNRG,283518,-0.05863849243848482
TEX26,122046,-0.05858432522889739
SUB1,10923,-0.0585309607861134
IL18,3606,-0.058501441192110225
NPFFR1,64106,-0.058471808731346046
SERPING1,710,-0.05844062320492342
RPL18,6141,-0.058430637913380476
DFNA5,1687,-0.05842939589103059
KEL,3792,-0.05835594728034156
RNPEPL1,57140,-0.05831912321312487
TASP1,55617,-0.05830210865932659
COX7B,1349,-0.05829650275750774
CUX1,1523,-0.05823283854075451
FUT8,2530,-0.05822304558015432
AC027307.3,0,-0.058214654950311015
HOXA1,3198,-0.05819483146304663
EXPH5,23086,-0.05816522681795155
PLCE1,51196,-0.05815405308280459
PPP2R3A,5523,-0.05812417438928835
AF165138.7,0,-0.05809068344717938
TBC1D4,9882,-0.0580903895775897
PDE8A,5151,-0.057964400636909524
GSPT1,2935,-0.05788538320821577
LRRC10B,390205,-0.0578659239339224
PSMD14,10213,-0.05784985467445353
MOV10,4343,-0.05783734507866978
PRPS1,5631,-0.05783555299316751
ABCF3,55324,-0.05782582864596208
EIF5A,1984,-0.05780597340326811
IGFL2,147920,-0.057799629232098464
LAMTOR5,10542,-0.05774820812561546
C9orf47,286223,-0.05774820479329643
CCDC169-SOHLH2,100526761,-0.05774716560421877
RP11-160N1.10,0,-0.057743511132408526
PCDHGA10,56106,-0.057728790368813
ACTL7A,10881,-0.057635817636878264
KIF15,56992,-0.057634119996942706
F13B,2165,-0.05753076735827979
MFSD9,84804,-0.057516811024262725
BCAT2,587,-0.05743454299384041
C10orf40,0,-0.05742954844242459
SPANXN1,494118,-0.05742954844242459
CTD-2049J23.3,0,-0.05742954844242459
SCO2,9997,-0.057427645026772084
DCAF8L2,347442,-0.057425760588419056
LCE1D,353134,-0.057425760588419056
C20orf173,140873,-0.057425760588419056
DSCR4,10281,-0.057425760588419056
C1orf137,388667,-0.057425760588419056
OR6B3,150681,-0.057425760588419056
RP11-998D10.1,0,-0.057425760588419056
CSH1,1442,-0.057425760588419056
OR5B2,390190,-0.057425760588419056
CHRNA6,8973,-0.05741905837767516
MR1,3140,-0.057260893134364096
DDN,23109,-0.05721570111340759
PLEKHG4,25894,-0.0572032373425652
AC021218.2,0,-0.05713411621490602
ACOT9,23597,-0.05713324743424271
GAS2L1,10634,-0.05712982111751172
EYA2,2139,-0.057128449107254016
ANKRD20A3,441425,-0.057099618466583034
ZMYND11,10771,-0.057024814046247214
C18orf8,29919,-0.056993206160103636
RP11-597K23.2,0,-0.056955170003110706
ZNF804A,91752,-0.05691779474437082
BATF2,116071,-0.0568869464988954
TRIO,7204,-0.05682036529578522
PSMD7,5713,-0.05678514124332209
IQCJ-SCHIP1,29970,-0.056769608655321206
SFXN1,94081,-0.05676467925869338
GALM,130589,-0.05675922603193734
KCNN4,3783,-0.05662280339243025
S100A14,57402,-0.05657341819376238
COX6B1,1340,-0.05649636285707766
DNAL1,83544,-0.05647505620204777
RASGRP1,10125,-0.05647465605392984
PSG5,5673,-0.05645703294214131
STXBP1,6812,-0.05642701472209177
CACNB4,785,-0.05638402692343611
HIPK1,204851,-0.0563671314472519
ZFYVE1,53349,-0.056350884000458665
ABRACL,58527,-0.05634276408149427
LRP1B,53353,-0.05633094258873836
PTPRF,5792,-0.05629099570616979
SLC39A11,201266,-0.056270714835623355
PRAF2,11230,-0.056254804256579465
PSME2,5721,-0.056246698766204084
SLC45A4,57210,-0.05615224673497058
HPD,3242,-0.056125267970498466
PRG4,10216,-0.0561171809502643
SLC25A11,8402,-0.056116322341363066
ZDHHC12,84885,-0.056088011353886115
CDKL2,8999,-0.05607723607664266
PON3,5446,-0.05603054908236029
OAZ1,4946,-0.05602267871583724
CRYBA2,1412,-0.0560156423418818
ECH1,1891,-0.05593213845614524
CTB-167G5.5,0,-0.05588266687593622
CCDC138,165055,-0.055837075963265474
DGKE,8526,-0.05579172372337051
MYO1D,4642,-0.05575038438408548
BRIP1,83990,-0.055643611911623446
EIF2B2,8892,-0.0556289485913141
GALE,2582,-0.055602257860204424
ARSG,22901,-0.05557690485826269
CTD-3105H18.18,0,-0.05556883186120872
OR10A3,26496,-0.055522988362572634
CCDC175,729665,-0.05551890321045346
PRAP1,118471,-0.05551872199588281
BNC1,646,-0.055518202157941045
MELK,9833,-0.05549552147218799
RFFL,117584,-0.055447450151591395
SP4,6671,-0.05543013618929615
SPATA13,221178,-0.05540478956266151
SIAH2,6478,-0.05539806953796384
SCAMP2,10066,-0.055395407960583995
TFB1M,51106,-0.05536074653060739
SULT4A1,25830,-0.055339295711180604
U2SURP,23350,-0.055311382485440014
TAF7,6879,-0.05528327138123674
ARHGAP28,79822,-0.05527939884190785
OPN3,23596,-0.05522990846663242
DIP2C,22982,-0.0552139872869037
CLIC6,54102,-0.05518599535240188
TRAPPC8,22878,-0.05516844444214124
ATP8A1,10396,-0.05513929016268239
C8orf22,492307,-0.05511758364041642
DIAPH3,81624,-0.055089935416091994
VPS8,23355,-0.0550469794741979
TRIM39-RPP21,202658,-0.05503853188242075
BCHE,590,-0.055035297571027354
RP11-343C2.11,0,-0.055032519754205506
FAM19A3,284467,-0.055030364848641135
C6orf201,404220,-0.05499628431559767
SRRM1,10250,-0.05499627948999021
IL17C,27189,-0.054955148432473906
OIP5,11339,-0.054945846657375105
HIST3H2A,92815,-0.05493793071912903
BHLHB9,80823,-0.0549257890061543
MRRF,92399,-0.0549149613374043
ALX3,257,-0.05488466762056521
TEX9,374618,-0.054845836387862175
KDM1A,23028,-0.05482282638245781
RP11-618P17.4,0,-0.05482126084885576
CNBP,7555,-0.05481724154156316
SLC7A1,6541,-0.05477905859750241
RNF14,9604,-0.05467605287903924
CAPN14,440854,-0.05460135977088767
OXER1,165140,-0.05458562476058287
NRBP2,340371,-0.054569474074261354
SDHAF2,54949,-0.05451093079329931
SET,6418,-0.054459849308903234
PDCD6,10016,-0.054428810321391276
GTF3C4,9329,-0.05438074956172558
ZNF215,7762,-0.05436818653044928
PRDX1,5052,-0.054235263127218075
PIKFYVE,200576,-0.05423451986357304
CCDC28B,79140,-0.054178674601560214
YES1,7525,-0.0541611624991096
TAX1BP1,8887,-0.054132631606504354
RBP3,5949,-0.05411752804201629
FAM90A26,0,-0.054082415165864026
PGLYRP3,114771,-0.05404010961353504
MBTPS1,8720,-0.0540352261131446
EIF6,3692,-0.053965742426472486
NPFFR2,10886,-0.05393323563045036
ATRX,546,-0.05392616093365558
LPPR1,0,-0.053885313672747646
ATP1B1,481,-0.05382749449284764
L3MBTL3,84456,-0.05379830440824361
ALG5,29880,-0.05376964204842153
KAAG1,353219,-0.05376267417191094
SSTR4,6754,-0.053652865266991714
CBL,867,-0.05363276103751036
GPR137B,7107,-0.05360874265987256
LIX1L,128077,-0.053568425872430346
MAGED4,81557,-0.05354655915505716
ZPBP2,124626,-0.05354155288893923
IL20RA,53832,-0.053515242923082115
USP12,219333,-0.05346463313659334
RHOH,399,-0.0534569302238671
TEX15,56154,-0.053456479500644534
CA7,766,-0.05336545683901637
BIVM-ERCC5,100533467,-0.0533583076571326
UBLCP1,134510,-0.05334197962785596
CTNND1,1500,-0.053324368087558555
ZNF398,57541,-0.053300346133795834
FUNDC2,65991,-0.05329456921331442
GNAQ,2776,-0.05329266541524111
PRADC1,84279,-0.05327376669450803
QSOX1,5768,-0.05325870303759481
GHSR,2693,-0.053245516543415077
IST1,9798,-0.053152636610130914
WNT7A,7476,-0.053028485126038555
SLC9A3R1,9368,-0.053027210449788253
KCNAB1,7881,-0.052999375691500816
SLC18B1,116843,-0.05296279468612175
EHD2,30846,-0.05293114666274154
PPP1R12B,4660,-0.05293001570752038
SERPINA1,5265,-0.05278451564191819
ERGIC1,57222,-0.05265055248462779
CSNK1E,1454,-0.052639171330085076
TTBK2,146057,-0.05262778686477074
SLC22A6,9356,-0.052618138664793236
GPR119,139760,-0.052618138664793236
RP11-180C1.1,0,-0.05261417332030103
OR4N4,283694,-0.05261417332030103
OR56A1,120796,-0.05261417332030103
AC087477.1,0,-0.05261417332030103
KCNC2,3747,-0.05261417332030103
RP11-1099M24.7,0,-0.05261417332030103
PHOX2B,8929,-0.05261417332030103
PRAMEF26,645359,-0.05261417332030103
ZNF716,441234,-0.05261417332030103
MPP3,4356,-0.05256711979551214
FAM189A2,9413,-0.052502643458775526
FSTL5,56884,-0.0524822456020573
DNAJC2,27000,-0.052474775621894905
NCAM1,4684,-0.05244704871329306
SART3,9733,-0.05244057789592232
CYP2C19,1557,-0.052405981659963415
NUP210,23225,-0.0524053129604149
TEX12,56158,-0.05236859498534423
SCAMP4,113178,-0.0523571531548849
EPS15L1,58513,-0.05233802576802532
RUFY4,285180,-0.052281460375707696
RP11-15E18.4,0,-0.05225963775669023
PDXK,8566,-0.05220044586597309
KIF24,347240,-0.05215261604980256
MTCH1,23787,-0.052143409332723364
KLHL42,57542,-0.05197675073136056
ATG4D,84971,-0.05195897164427489
C19orf67,646457,-0.051884611120321375
OSBP2,23762,-0.05185665711382078
SLC12A7,10723,-0.05176928688322868
TSN,7247,-0.05176058083244742
FAM111B,374393,-0.05175187929186734
GLYATL2,219970,-0.051691011749183634
KANK4,163782,-0.05163552530093212
FCGR1B,2209,-0.051620188681913225
HMMR,3161,-0.051604072675015454
OR1B1,347169,-0.05159697893371785
BPY2C,9083,-0.05154182701449441
BPY2B,9083,-0.05154182701449441
GPR6,2830,-0.05153839513021483
C12orf40,283461,-0.051537964272010676
DEFB132,400830,-0.05153109248828938
AC007431.1,0,-0.05153109248828938
RP11-944L7.5,0,-0.05153109248828938
AP001350.1,0,-0.05153109248828938
CTC-360G5.8,0,-0.05153109248828938
OR13C5,138799,-0.05153109248828938
OR2T5,401993,-0.05153109248828938
CRISP1,167,-0.05153109248828938
TECRL,253017,-0.051531092488289375
RNASE9,390443,-0.051531092488289375
PRPS1L1,221823,-0.051531092488289375
GJD2,57369,-0.051531092488289375
MAGEB4,4115,-0.051531092488289375
OR10A4,283297,-0.051531092488289375
TAS2R41,259287,-0.051531092488289375
BSX,390259,-0.051531092488289375
BPIFB6,128859,-0.051531092488289375
SMIM21,284274,-0.051531092488289375
BBOX1,8424,-0.05152832138253973
GDPD4,220032,-0.05152639983074766
CHD3,1107,-0.05152534283638129
CELF2,10659,-0.05149637464197858
VPS33B,26276,-0.05146687847996701
SEPT1,1731,-0.0513926425944079
AICDA,57379,-0.05138427610960832
TAS2R31,259290,-0.051348560900508364
GPX6,257202,-0.05129377010066851
NDUFS6,4726,-0.05128267007872022
NINJ2,4815,-0.05128143789981163
ESCO2,157570,-0.05124264619078477
PKIG,11142,-0.0512309367079223
ASS1,445,-0.051211838529474536
WDR60,55112,-0.051210608702534174
FREM2,341640,-0.05117429571395204
CDK1,983,-0.05115150934449693
DDX27,55661,-0.051145918947691896
TAS2R1,50834,-0.0511362373540936
P2RX5-TAX1BP3,5026,-0.05111329967873322
ALG13,79868,-0.05104246756841646
DGAT1,8694,-0.051027030340201736
SLC9A7,84679,-0.05101232149330204
NLRP7,199713,-0.05099810759623603
HFE,3077,-0.05097652978861584
MLPH,79083,-0.05096428835057457
MRPL42,28977,-0.05094638792340427
FAM25G,414155,-0.05091932445505603
CEP250,11190,-0.050888568742656466
GZMK,3003,-0.0508584465240862
APOH,350,-0.05075811054702263
UNC5CL,222643,-0.05069766361390535
DENND2D,79961,-0.05067973384619721
ZNF18,7566,-0.05067973296907661
LRCH1,23143,-0.050637778317821305
PRMT3,10196,-0.050635347141134504
ITPKA,3706,-0.05051524350922833
APEX2,27301,-0.05050942651182065
KCNA10,3744,-0.05050216365245387
GABRG3,2567,-0.05040329550027593
ZP1,22917,-0.0503975307195975
DLEU2L,0,-0.05039330734862979
GRIA3,2892,-0.050354184190288497
GDPD5,81544,-0.050312200736419684
MRPL13,28998,-0.05028228345761689
RNASE7,84659,-0.050223490834434184
COX5B,1329,-0.050196945183132675
RALB,5899,-0.050154934373119964
DUSP4,1846,-0.050139275823840056
TINF2,26277,-0.05013217976447969
FAM19A4,151647,-0.05008226658137471
ATXN7,6314,-0.050058851545696496
NSF,4905,-0.05003843589930585
NDUFA7,4701,-0.04999519559917508
KLRB1,3820,-0.049933950161920954
VBP1,7411,-0.04991712544112729
CCDC81,60494,-0.049893154711973205
DOK5,55816,-0.049876329769681725
THRB,7068,-0.04985710513217616
BRAP,8315,-0.049842592132272816
LRFN2,57497,-0.04984090857836381
PTRH2,51651,-0.04983907475396172
ZNF582,147948,-0.04973224804586931
NEU3,10825,-0.04968660696420852
HAPLN1,1404,-0.049597695406403915
EPHA6,285220,-0.04954426517026254
PTGES3L,100885848,-0.04937204333484141
SPDYE4,388333,-0.04933810842262251
PTGES3L-AARSD1,100885848,-0.0493008587077329
TBC1D7,51256,-0.04928308957398032
SPDYE3,441272,-0.0492776790347693
LY9,4063,-0.049209856437958104
RAB6B,51560,-0.04918309323245419
C22orf31,25770,-0.049163004413368155
EIF4ENIF1,56478,-0.04914725009008678
COX14,84987,-0.049114969872704556
USP41,373856,-0.04910435576045719
RIMBP2,23504,-0.049094491496363905
AL583828.1,0,-0.04904407731053579
DCP1A,55802,-0.049016075082401356
CASZ1,54897,-0.04899959168420413
SPRYD4,283377,-0.04897674955912436
TMEM253,643382,-0.0489673390970221
DTWD2,285605,-0.04895155298179431
EYA3,2140,-0.04894282053106821
FGD5,152273,-0.048942148490406324
STAT2,6773,-0.04889764163381293
TAX1BP3,30851,-0.04889006483586913
INSL3,3640,-0.048841397540794855
CPA1,1357,-0.048833611355798626
DENND6A,201627,-0.048791620678044635
MACF1,23499,-0.048707849482594136
MLLT3,4300,-0.04870667984388726
FBXW7,55294,-0.04866332008886914
LONRF3,79836,-0.04865397086007079
TCP11X2,100996648,-0.04863879330332142
IFNLR1,163702,-0.04862995640349606
DPPA3,359787,-0.048629744964030275
CMC1,152100,-0.04861995413437871
ZG16,653808,-0.04858247418440279
MKX,283078,-0.04855324770279607
FLT3LG,2323,-0.04853856058825317
MYOG,4656,-0.0485198400444621
RBM45,129831,-0.04844598170551068
NR2C2AP,126382,-0.04843359689686554
CTDSP2,10106,-0.048403757345462685
GDF1,2657,-0.04840354032162407
ANAPC7,51434,-0.048401433315055906
B3GNT4,79369,-0.04839329458667563
C15orf26,161502,-0.04837160350772642
KTI12,112970,-0.04822865379078141
ZC3H7B,23264,-0.04818524658496597
SMPD4,55627,-0.048116652753091724
B3GNT5,84002,-0.048071843856177646
PKD2,5311,-0.04805706331496054
VPS52,6293,-0.04804804872746026
PHAX,51808,-0.047955579113155955
VILL,50853,-0.04792892316434186
PFN1,5216,-0.04790045300119958
C19orf18,147685,-0.04788204788924189
GRB10,2887,-0.047840916536001275
FAM71E2,284418,-0.0478223838286233
TSACC,128229,-0.047806774999705946
CUBN,8029,-0.04776542351464994
NAT16,375607,-0.04773233644943757
ATG4A,115201,-0.04767282910517952
CYP3A7,1551,-0.047669364672068976
ASXL1,171023,-0.04766137595189127
HEATR6,63897,-0.04759846307123413
ACOX3,8310,-0.047548121309007874
TARM1,441864,-0.04754325787825403
ACTRT2,140625,-0.04753882750580376
HABP4,22927,-0.0475378333481582
RP1-127H14.3,0,-0.047534616617137385
RP11-463C8.4,0,-0.047534616617137385
RP11-408E5.4,0,-0.047534616617137385
GALNTL5,168391,-0.047534616617137385
OR2D3,120775,-0.047534616617137385
PRLH,51052,-0.047534616617137385
OR52E6,390078,-0.047534616617137385
DEFB134,613211,-0.047534616617137385
AL645608.1,0,-0.047534616617137385
CRYGC,1420,-0.047534616617137385
SPINK14,408187,-0.047534616617137385
C16orf92,146378,-0.047534616617137385
OR52B1P,0,-0.047534616617137385
STH,246744,-0.047534616617137385
M6PR,4074,-0.047500064028038046
USP22,23326,-0.04745892999132544
SIL1,64374,-0.04729080625147762
ZNF829,374899,-0.04723823295917353
NOL7,51406,-0.04721628345723775
SGPP2,130367,-0.04721308359964111
DNAH17,8632,-0.0470746478091065
PYCARD,29108,-0.047071255652891754
HPCAL1,3241,-0.0470266120744178
GBP2,2634,-0.04693843268140651
NACAD,23148,-0.0469226521881355
PRSS38,339501,-0.046893992879684224
LMAN2,10960,-0.046893407125185596
FAM153C,101928349,-0.046875750660522436
CCSER1,401145,-0.046852862024602294
BAIAP2L2,80115,-0.0468310965094018
ANO8,57719,-0.04683109618527495
KDM5A,5927,-0.04671999340517259
GTF2IRD2B,389524,-0.04671101612817082
SNRPB2,6629,-0.04671056445798021
ANKRD32,84250,-0.04661943088840465
NTAN1,123803,-0.04661556964355274
GDNF,2668,-0.04661060541907568
MRPL53,116540,-0.04658034557665074
ARID1B,57492,-0.04654737634141549
MTMR10,54893,-0.04653118227849728
FUBP3,8939,-0.04651274837748781
ELN,2006,-0.04647085730548332
SLC5A1,6523,-0.046464161377304844
PLP1,5354,-0.04645575049366366
TMPPE,643853,-0.046396580413869
FAM171B,165215,-0.046370338365553876
C14orf166,51637,-0.04632165729740116
SEPT11,55752,-0.046311643100223295
AGPAT2,10555,-0.04630052113436154
DIABLO,56616,-0.04628584377381906
SIN3A,25942,-0.04628428736154346
ZBTB24,9841,-0.04626915891251519
TMEM185B,79134,-0.04622000156140286
AP000275.65,0,-0.04620113346986028
CARF,79800,-0.04616641093294814
C1orf198,84886,-0.04613463351631525
DEFB126,81623,-0.04612794674167747
AC006116.20,0,-0.046103974186140456
KBTBD12,166348,-0.0460802959895761
CDH8,1006,-0.046079961699585184
ADRA1D,146,-0.04601565877323599
ZNF618,114991,-0.04601234372307092
RAPGEF5,9771,-0.04599164246208931
ADAM28,10863,-0.045959899160806963
SNX11,29916,-0.04595023106905816
ZNF397,84307,-0.04593283049552996
C1orf123,54987,-0.045917633702687706
PDE11A,50940,-0.045879276482564714
VSTM5,387804,-0.04579731048988268
MRPL14,64928,-0.045754773641154683
SPDEF,25803,-0.04574598373194207
VDAC1,7416,-0.04573200466306907
FMNL3,91010,-0.045652121825447714
LARP1,23367,-0.045567007578224496
IDH1,3417,-0.045541890853189854
RIMBP3,85376,-0.04552767450881371
FAM175A,84142,-0.045486202851802326
EYA1,2138,-0.04545454545454546
HMGA2,8091,-0.045395592709185056
MYO7B,4648,-0.045383599484809384
SLC25A16,8034,-0.04537920111719855
ZIM2,5178,-0.04536904350861632
SLC2A9,56606,-0.045347553789205026
SCGB1D2,10647,-0.04533718885966224
FCRL5,83416,-0.04528646213741605
POP7,10248,-0.04528637847389604
SUCLG1,8802,-0.04527540467338193
CLEC16A,23274,-0.0452153879295824
WDR31,114987,-0.04517508050746666
IL17REL,400935,-0.04515922481043022
FBXW2,26190,-0.045101767041435245
AC011294.3,0,-0.045001754003615904
HAO2,51179,-0.04495775806009192
UBP1,7342,-0.04492600505810445
EDA,1896,-0.044904428215981736
TADA2B,93624,-0.044900902468741684
ACOT13,55856,-0.04488796086204403
EEPD1,80820,-0.04488796055133614
SLC44A2,57153,-0.04487364279225367
SLC7A6,9057,-0.044865020706962896
HOXA3,3200,-0.04483777291438624
C3orf22,152065,-0.044704487944398366
PALM2,114299,-0.044686164337511415
PHACTR1,221692,-0.04461948571892785
GRAMD1B,57476,-0.0445170121451751
ZBTB46,140685,-0.04450475632156855
LRRC31,79782,-0.04447080924946234
SEPT6,23157,-0.04445885620457547
ZNF493,284443,-0.044448179861076596
IVL,3713,-0.044426301189654925
AKR1D1,6718,-0.044412945997696865
INTS5,80789,-0.044396399279045574
TTC39B,158219,-0.044386800070034337
EXO5,64789,-0.044335567243320766
NDUFAF5,79133,-0.04430030041535668
MYADML2,255275,-0.044284919592814595
MUC22,100507679,-0.04425327311089132
IQCK,124152,-0.044241623952986246
C1QTNF7,114905,-0.044233124529450156
GPLD1,2822,-0.04421654357997477
GGACT,87769,-0.044191464437305254
DRG2,1819,-0.04415586668205472
FZD3,7976,-0.04414131014796686
SPRYD7,57213,-0.04413319259278922
SWSAP1,126074,-0.04412153237732343
MITF,4286,-0.04411517526578877
DOK6,220164,-0.044091160777637015
TMEM185A,84548,-0.044077732686368984
C22orf15,150248,-0.044036785375385766
ENC1,8507,-0.04400461204015951
BHLHA15,168620,-0.04398876270867324
SPRR4,163778,-0.043971437692291386
RPS14,6208,-0.04392833145452137
FAM131B,9715,-0.04389482532181563
PLS1,5357,-0.04389377151303333
CFC1,55997,-0.04387869740023746
RPS6KC1,26750,-0.04384068496446912
NELL1,4745,-0.04382719425727809
SYT17,51760,-0.04380613943191983
